N;time;Waveform;scale;;Total period;;1;;Calculated;
76;0,07421875;-0,592682834;834;;;;;;;
77;0,075195313;-0,631138515;755;;;;;;;
78;0,076171875;-0,668042464;679;;;;;;;
79;0,077148438;-0,703305799;607;;;;;;;
80;0,078125;-0,736843791;538;;;;;;;
81;0,079101563;-0,768576062;473;;;;;;;
82;0,080078125;-0,798426777;412;;;;;;;
83;0,081054688;-0,826324823;355;;;;;;;
84;0,08203125;-0,852203974;302;;;;;;;
85;0,083007813;-0,876003041;253;;;;;;;
86;0,083984375;-0,897666017;209;;;;;;;
87;0,084960938;-0,917142201;169;;;;;;;
88;0,0859375;-0,934386313;134;;;;;;;
89;0,086914063;-0,949358591;103;;;;;;;
90;0,087890625;-0,962024879;77;;;;;;;
91;0,088867188;-0,972356698;56;;;;;;;
92;0,08984375;-0,980331303;40;;;;;;;
93;0,090820313;-0,985931723;28;;;;;;;
94;0,091796875;-0,989146794;22;;;;;;;
95;0,092773438;-0,989971169;20;;;;;;;
96;0,09375;-0,98840532;23;;;;;;;
97;0,094726563;-0,984455521;31;;;;;;;
98;0,095703125;-0,978133819;44;;;;;;;
99;0,096679688;-0,969457992;62;;;;;;;
100;0,09765625;-0,958451489;85;;;;;;;
101;0,098632813;-0,945143361;112;;;;;;;
102;0,099609375;-0,929568174;144;;;;;;;
103;0,100585938;-0,911765913;180;;;;;;;
104;0,1015625;-0,891781869;221;;;;;;;
105;0,102539063;-0,869666515;266;;;;;;;
106;0,103515625;-0,845475371;316;;;;;;;
107;0,104492188;-0,819268854;370;;;;;;;
108;0,10546875;-0,79111212;427;;;;;;;
109;0,106445313;-0,761074894;489;;;;;;;
110;0,107421875;-0,729231282;554;;;;;;;
111;0,108398438;-0,69565959;623;;;;;;;
112;0,109375;-0,660442113;695;;;;;;;
113;0,110351563;-0,623664931;770;;;;;;;
114;0,111328125;-0,585417687;849;;;;;;;
115;0,112304688;-0,545793362;930;;;;;;;
116;0,11328125;-0,504888041;1013;;;;;;;
117;0,114257813;-0,462800671;1100;;;;;;;
118;0,115234375;-0,419632815;1188;;;;;;;
119;0,116210938;-0,375488401;1278;;;;;;;
120;0,1171875;-0,330473463;1371;;;;;;;
121;0,118164063;-0,28469588;1464;;;;;;;
122;0,119140625;-0,238265113;1560;;;;;;;
123;0,120117188;-0,191291937;1656;;;;;;;
124;0,12109375;-0,14388817;1753;;;;;;;
125;0,122070313;-0,096166403;1851;;;;;;;
126;0,123046875;-0,048239728;1949;;;;;;;
127;0,124023438;-0,000221467;2047;;;;;;;
128;0,125;0,047775102;2145;;;;;;;
129;0,125976563;0,095637013;2243;;;;;;;
130;0,126953125;0,143251881;2341;;;;;;;
131;0,127929688;0,190508168;2438;;;;;;;
132;0,12890625;0,237295445;2533;;;;;;;
133;0,129882813;0,283504653;2628;;;;;;;
134;0,130859375;0,329028355;2721;;;;;;;
135;0,131835938;0,373760987;2813;;;;;;;
136;0,1328125;0,417599104;2903;;;;;;;
137;0,133789063;0,460441613;2990;;;;;;;
138;0,134765625;0,502190008;3076;;;;;;;
139;0,135742188;0,542748593;3159;;;;;;;
140;0,13671875;0,582024699;3239;;;;;;;
141;0,137695313;0,61992889;3317;;;;;;;
142;0,138671875;0,656375165;3392;;;;;;;
143;0,139648438;0,691281148;3463;;;;;;;
144;0,140625;0,724568266;3531;;;;;;;
145;0,141601563;0,756161925;3596;;;;;;;
146;0,142578125;0,785991665;3657;;;;;;;
147;0,143554688;0,813991315;3715;;;;;;;
148;0,14453125;0,84009913;3768;;;;;;;
149;0,145507813;0,864257919;3818;;;;;;;
150;0,146484375;0,886415164;3863;;;;;;;
151;0,147460938;0,906523121;3904;;;;;;;
152;0,1484375;0,924538918;3941;;;;;;;
153;0,149414063;0,940424634;3973;;;;;;;
154;0,150390625;0,954147367;4002;;;;;;;
155;0,151367188;0,965679294;4025;;;;;;;
156;0,15234375;0,974997715;4044;;;;;;;
157;0,153320313;0,982085085;4059;;;;;;;
158;0,154296875;0,986929034;4069;;;;;;;
159;0,155273438;0,989522377;4074;;;;;;;
160;0,15625;0,989863109;4075;;;;;;;
161;0,157226563;0,987954387;4071;;;;;;;
162;0,158203125;0,983804505;4062;;;;;;;
163;0,159179688;0,977426852;4049;;;;;;;
164;0,16015625;0,968839862;4032;;;;;;;
165;0,161132813;0,958066949;4010;;;;;;;
166;0,162109375;0,945136431;3983;;;;;;;
167;0,163085938;0,930081451;3952;;;;;;;
168;0,1640625;0,912939873;3917;;;;;;;
169;0,165039063;0,893754182;3878;;;;;;;
170;0,166015625;0,87257136;3835;;;;;;;
171;0,166992188;0,849442769;3787;;;;;;;
172;0,16796875;0,824424004;3736;;;;;;;
173;0,168945313;0,797574759;3681;;;;;;;
174;0,169921875;0,768958662;3622;;;;;;;
175;0,170898438;0,738643125;3560;;;;;;;
176;0,171875;0,706699164;3495;;;;;;;
177;0,172851563;0,673201226;3426;;;;;;;
178;0,173828125;0,638227009;3355;;;;;;;
179;0,174804688;0,601857265;3280;;;;;;;
180;0,17578125;0,564175606;3203;;;;;;;
181;0,176757813;0,525268305;3123;;;;;;;
182;0,177734375;0,485224086;3041;;;;;;;
183;0,178710938;0,444133915;2957;;;;;;;
184;0,1796875;0,402090785;2871;;;;;;;
185;0,180664063;0,359189495;2783;;;;;;;
186;0,181640625;0,315526433;2694;;;;;;;
187;0,182617188;0,271199352;2603;;;;;;;
188;0,18359375;0,226307141;2511;;;;;;;
189;0,184570313;0,180949604;2418;;;;;;;
190;0,185546875;0,135227229;2324;;;;;;;
191;0,186523438;0,089240962;2230;;;;;;;
192;0,1875;0,043091981;2136;;;;;;;
193;0,188476563;-0,00311853;2041;;;;;;;
194;0,189453125;-0,049289607;1947;;;;;;;
195;0,190429688;-0,095320729;1852;;;;;;;
196;0,19140625;-0,141112035;1759;;;;;;;
197;0,192382813;-0,186564544;1665;;;;;;;
198;0,193359375;-0,231580371;1573;;;;;;;
199;0,194335938;-0,276062934;1482;;;;;;;
200;0,1953125;-0,319917159;1392;;;;;;;
201;0,196289063;-0,363049687;1304;;;;;;;
202;0,197265625;-0,405369066;1217;;;;;;;
203;0,198242188;-0,446785941;1132;;;;;;;
204;0,19921875;-0,487213242;1050;;;;;;;
205;0,200195313;-0,526566362;969;;;;;;;
206;0,201171875;-0,564763326;891;;;;;;;
207;0,202148438;-0,601724959;815;;;;;;;
208;0,203125;-0,637375043;742;;;;;;;
209;0,204101563;-0,671640468;672;;;;;;;
210;0,205078125;-0,704451371;605;;;;;;;
211;0,206054688;-0,735741275;541;;;;;;;
212;0,20703125;-0,76544721;480;;;;;;;
213;0,208007813;-0,793509835;422;;;;;;;
214;0,208984375;-0,819873542;368;;;;;;;
215;0,209960938;-0,84448656;318;;;;;;;
216;0,2109375;-0,867301042;271;;;;;;;
217;0,211914063;-0,888273148;228;;;;;;;
218;0,212890625;-0,907363117;189;;;;;;;
219;0,213867188;-0,924535331;154;;;;;;;
220;0,21484375;-0,939758364;123;;;;;;;
221;0,215820313;-0,953005032;96;;;;;;;
222;0,216796875;-0,964252422;73;;;;;;;
223;0,217773438;-0,97348192;54;;;;;;;
224;0,21875;-0,980679224;39;;;;;;;
225;0,219726563;-0,985834351;29;;;;;;;
226;0,220703125;-0,988941636;22;;;;;;;
227;0,221679688;-0,989999716;20;;;;;;;
228;0,22265625;-0,989011508;22;;;;;;;
229;0,223632813;-0,985984182;28;;;;;;;
230;0,224609375;-0,980929118;39;;;;;;;
231;0,225585938;-0,973861857;53;;;;;;;
232;0,2265625;-0,964802047;72;;;;;;;
233;0,227539063;-0,953773378;94;;;;;;;
234;0,228515625;-0,940803504;121;;;;;;;
235;0,229492188;-0,925923967;151;;;;;;;
236;0,23046875;-0,909170105;186;;;;;;;
237;0,231445313;-0,890580958;224;;;;;;;
238;0,232421875;-0,870199163;265;;;;;;;
239;0,233398438;-0,848070843;311;;;;;;;
240;0,234375;-0,824245495;359;;;;;;;
241;0,235351563;-0,798775861;412;;;;;;;
242;0,236328125;-0,771717805;467;;;;;;;
243;0,237304688;-0,743130174;526;;;;;;;
244;0,23828125;-0,713074661;587;;;;;;;
245;0,239257813;-0,681615664;652;;;;;;;
246;0,240234375;-0,648820128;719;;;;;;;
247;0,241210938;-0,614757403;788;;;;;;;
248;0,2421875;-0,57949908;861;;;;;;;
249;0,243164063;-0,543118832;935;;;;;;;
250;0,244140625;-0,505692253;1012;;;;;;;
251;0,245117188;-0,467296692;1090;;;;;;;
252;0,24609375;-0,428011083;1171;;;;;;;
253;0,247070313;-0,387915775;1253;;;;;;;
254;0,248046875;-0,347092363;1337;;;;;;;
255;0,249023438;-0,305623513;1422;;;;;;;
256;0,25;-0,263592789;1508;;;;;;;
257;0,250976563;-0,221084479;1595;;;;;;;
258;0,251953125;-0,178183424;1683;;;;;;;
259;0,252929688;-0,134974837;1771;;;;;;;
260;0,25390625;-0,091544139;1860;;;;;;;
261;0,254882813;-0,047976779;1949;;;;;;;
262;0,255859375;-0,004358072;2039;;;;;;;
263;0,256835938;0,03922698;2128;;;;;;;
264;0,2578125;0,082693846;2217;;;;;;;
265;0,258789063;0,125958635;2305;;;;;;;
266;0,259765625;0,168938256;2393;;;;;;;
267;0,260742188;0,211550578;2481;;;;;;;
268;0,26171875;0,253714585;2567;;;;;;;
269;0,262695313;0,295350526;2652;;;;;;;
270;0,263671875;0,336380067;2736;;;;;;;
271;0,264648438;0,376726432;2819;;;;;;;
272;0,265625;0,416314542;2900;;;;;;;
273;0,266601563;0,455071152;2979;;;;;;;
274;0,267578125;0,492924981;3057;;;;;;;
275;0,268554688;0,529806835;3133;;;;;;;
276;0,26953125;0,565649729;3206;;;;;;;
277;0,270507813;0,600389002;3277;;;;;;;
278;0,271484375;0,63396242;3346;;;;;;;
279;0,272460938;0,666310289;3412;;;;;;;
280;0,2734375;0,697375542;3476;;;;;;;
281;0,274414063;0,727103838;3537;;;;;;;
282;0,275390625;0,755443642;3595;;;;;;;
283;0,276367188;0,782346306;3650;;;;;;;
284;0,27734375;0,807766139;3702;;;;;;;
285;0,278320313;0,831660476;3751;;;;;;;
286;0,279296875;0,853989736;3796;;;;;;;
287;0,280273438;0,874717475;3839;;;;;;;
288;0,28125;0,893810431;3878;;;;;;;
289;0,282226563;0,911238565;3914;;;;;;;
290;0,283203125;0,926975094;3946;;;;;;;
291;0,284179688;0,940996519;3975;;;;;;;
292;0,28515625;0,953282642;4000;;;;;;;
293;0,286132813;0,963816581;4021;;;;;;;
294;0,287109375;0,972584778;4039;;;;;;;
295;0,288085938;0,979576996;4054;;;;;;;
296;0,2890625;0,984786319;4064;;;;;;;
297;0,290039063;0,988209134;4071;;;;;;;
298;0,291015625;0,989845118;4075;;;;;;;
299;0,291992188;0,989697208;4074;;;;;;;
300;0,29296875;0,987771577;4070;;;;;;;
301;0,293945313;0,984077593;4063;;;;;;;
302;0,294921875;0,978627779;4052;;;;;;;
303;0,295898438;0,971437768;4037;;;;;;;
304;0,296875;0,962526247;4019;;;;;;;
305;0,297851563;0,951914899;3997;;;;;;;
306;0,298828125;0,939628343;3972;;;;;;;
307;0,299804688;0,925694065;3943;;;;;;;
308;0,30078125;0,910142346;3911;;;;;;;
309;0,301757813;0,893006181;3876;;;;;;;
310;0,302734375;0,874321206;3838;;;;;;;
311;0,303710938;0,854125605;3797;;;;;;;
312;0,3046875;0,832460023;3752;;;;;;;
313;0,305664063;0,809367477;3705;;;;;;;
314;0,306640625;0,784893256;3655;;;;;;;
315;0,307617188;0,75908482;3602;;;;;;;
316;0,30859375;0,731991705;3547;;;;;;;
317;0,309570313;0,703665407;3489;;;;;;;
318;0,310546875;0,674159286;3428;;;;;;;
319;0,311523438;0,643528447;3365;;;;;;;
320;0,3125;0,611829632;3301;;;;;;;
321;0,313476563;0,579121106;3234;;;;;;;
322;0,314453125;0,545462542;3165;;;;;;;
323;0,315429688;0,510914903;3094;;;;;;;
324;0,31640625;0,475540324;3021;;;;;;;
325;0,317382813;0,439401994;2947;;;;;;;
326;0,318359375;0,402564038;2872;;;;;;;
327;0,319335938;0,365091394;2795;;;;;;;
328;0,3203125;0,327049698;2717;;;;;;;
329;0,321289063;0,288505156;2638;;;;;;;
330;0,322265625;0,249524434;2559;;;;;;;
331;0,323242188;0,210174531;2478;;;;;;;
332;0,32421875;0,170522663;2397;;;;;;;
333;0,325195313;0,130636149;2315;;;;;;;
334;0,326171875;0,090582287;2233;;;;;;;
335;0,327148438;0,050428245;2151;;;;;;;
336;0,328125;0,010240945;2068;;;;;;;
337;0,329101563;-0,02991305;1986;;;;;;;
338;0,330078125;-0,069967647;1904;;;;;;;
339;0,331054688;-0,109857327;1823;;;;;;;
340;0,33203125;-0,149517256;1741;;;;;;;
341;0,333007813;-0,188883387;1661;;;;;;;
342;0,333984375;-0,227892561;1581;;;;;;;
343;0,334960938;-0,266482604;1502;;;;;;;
344;0,3359375;-0,304592428;1424;;;;;;;
345;0,336914063;-0,342162118;1347;;;;;;;
346;0,337890625;-0,379133024;1271;;;;;;;
347;0,338867188;-0,415447851;1197;;;;;;;
348;0,33984375;-0,451050737;1124;;;;;;;
349;0,340820313;-0,485887335;1052;;;;;;;
350;0,341796875;-0,519904893;983;;;;;;;
351;0,342773438;-0,553052322;915;;;;;;;
352;0,34375;-0,585280266;849;;;;;;;
353;0,344726563;-0,616541171;785;;;;;;;
354;0,345703125;-0,646789345;723;;;;;;;
355;0,346679688;-0,675981014;663;;;;;;;
356;0,34765625;-0,704074379;606;;;;;;;
357;0,348632813;-0,731029664;550;;;;;;;
358;0,349609375;-0,756809165;498;;;;;;;
359;0,350585938;-0,781377287;447;;;;;;;
360;0,3515625;-0,804700589;399;;;;;;;
361;0,352539063;-0,826747812;354;;;;;;;
362;0,353515625;-0,847489914;312;;;;;;;
363;0,354492188;-0,866900093;272;;;;;;;
364;0,35546875;-0,88495381;235;;;;;;;
365;0,356445313;-0,901628807;201;;;;;;;
366;0,357421875;-0,916905123;170;;;;;;;
367;0,358398438;-0,930765102;141;;;;;;;
368;0,359375;-0,9431934;116;;;;;;;
369;0,360351563;-0,954176987;93;;;;;;;
370;0,361328125;-0,963705148;74;;;;;;;
371;0,362304688;-0,971769477;57;;;;;;;
372;0,36328125;-0,978363865;44;;;;;;;
373;0,364257813;-0,983484493;33;;;;;;;
374;0,365234375;-0,987129813;26;;;;;;;
375;0,366210938;-0,989300529;21;;;;;;;
376;0,3671875;-0,989999576;20;;;;;;;
377;0,368164063;-0,989232092;22;;;;;;;
378;0,369140625;-0,987005389;26;;;;;;;
379;0,370117188;-0,983328922;34;;;;;;;
380;0,37109375;-0,978214255;44;;;;;;;
381;0,372070313;-0,971675018;58;;;;;;;
382;0,373046875;-0,96372687;74;;;;;;;
383;0,374023438;-0,954387456;93;;;;;;;
384;0,375;-0,943676357;115;;;;;;;
385;0,375976563;-0,931615045;140;;;;;;;
386;0,376953125;-0,918226828;167;;;;;;;
387;0,377929688;-0,903536802;197;;;;;;;
388;0,37890625;-0,88757179;230;;;;;;;
389;0,379882813;-0,870360288;265;;;;;;;
390;0,380859375;-0,851932407;303;;;;;;;
391;0,381835938;-0,832319805;343;;;;;;;
392;0,3828125;-0,811555635;385;;;;;;;
393;0,383789063;-0,78967447;430;;;;;;;
394;0,384765625;-0,766712246;477;;;;;;;
395;0,385742188;-0,74270619;526;;;;;;;
396;0,38671875;-0,717694753;578;;;;;;;
397;0,387695313;-0,691717544;631;;;;;;;
398;0,388671875;-0,664815256;686;;;;;;;
399;0,389648438;-0,6370296;743;;;;;;;
400;0,390625;-0,608403229;801;;;;;;;
401;0,391601563;-0,57897967;862;;;;;;;
402;0,392578125;-0,54880325;924;;;;;;;
403;0,393554688;-0,517919025;987;;;;;;;
404;0,39453125;-0,486372706;1051;;;;;;;
405;0,395507813;-0,454210588;1117;;;;;;;
406;0,396484375;-0,421479477;1184;;;;;;;
407;0,397460938;-0,388226617;1252;;;;;;;
408;0,3984375;-0,35449962;1321;;;;;;;
409;0,399414063;-0,32034639;1391;;;;;;;
410;0,400390625;-0,28581506;1462;;;;;;;
411;0,401367188;-0,250953912;1534;;;;;;;
412;0,40234375;-0,215811315;1606;;;;;;;
413;0,403320313;-0,180435652;1678;;;;;;;
414;0,404296875;-0,144875251;1751;;;;;;;
415;0,405273438;-0,109178324;1824;;;;;;;
416;0,40625;-0,073392893;1897;;;;;;;
417;0,407226563;-0,037566731;1971;;;;;;;
418;0,408203125;-0,001747297;2044;;;;;;;
419;0,409179688;0,034018328;2117;;;;;;;
420;0,41015625;0,0696835;2190;;;;;;;
421;0,411132813;0,105202073;2263;;;;;;;
422;0,412109375;0,140528455;2335;;;;;;;
423;0,413085938;0,175617667;2407;;;;;;;
424;0,4140625;0,210425394;2478;;;;;;;
425;0,415039063;0,244908042;2549;;;;;;;
426;0,416015625;0,279022787;2619;;;;;;;
427;0,416992188;0,312727626;2688;;;;;;;
428;0,41796875;0,345981423;2756;;;;;;;
429;0,418945313;0,378743954;2823;;;;;;;
430;0,419921875;0,410975956;2889;;;;;;;
431;0,420898438;0,442639163;2954;;;;;;;
432;0,421875;0,473696349;3018;;;;;;;
433;0,422851563;0,504111366;3080;;;;;;;
434;0,423828125;0,533849178;3141;;;;;;;
435;0,424804688;0,562875897;3200;;;;;;;
436;0,42578125;0,591158817;3258;;;;;;;
437;0,426757813;0,618666436;3315;;;;;;;
438;0,427734375;0,645368493;3369;;;;;;;
439;0,428710938;0,671235987;3422;;;;;;;
440;0,4296875;0,696241205;3473;;;;;;;
441;0,430664063;0,720357741;3523;;;;;;;
442;0,431640625;0,743560516;3570;;;;;;;
443;0,432617188;0,765825794;3616;;;;;;;
444;0,43359375;0,787131201;3660;;;;;;;
445;0,434570313;0,807455735;3701;;;;;;;
446;0,435546875;0,826779779;3741;;;;;;;
447;0,436523438;0,845085108;3778;;;;;;;
448;0,4375;0,8623549;3814;;;;;;;
449;0,438476563;0,878573736;3847;;;;;;;
450;0,439453125;0,893727609;3878;;;;;;;
451;0,440429688;0,907803923;3907;;;;;;;
452;0,44140625;0,920791492;3933;;;;;;;
453;0,442382813;0,932680535;3958;;;;;;;
454;0,443359375;0,943462681;3980;;;;;;;
455;0,444335938;0,953130952;4000;;;;;;;
456;0,4453125;0,961679763;4017;;;;;;;
457;0,446289063;0,96910491;4032;;;;;;;
458;0,447265625;0,97540356;4045;;;;;;;
459;0,448242188;0,980574236;4056;;;;;;;
460;0,44921875;0,984616807;4064;;;;;;;
461;0,450195313;0,987532469;4070;;;;;;;
462;0,451171875;0,989323728;4074;;;;;;;
463;0,452148438;0,989994383;4075;;;;;;;
464;0,453125;0,989549507;4074;;;;;;;
465;0,454101563;0,987995424;4071;;;;;;;
466;0,455078125;0,985339684;4065;;;;;;;
467;0,456054688;0,981591045;4058;;;;;;;
468;0,45703125;0,976759446;4048;;;;;;;
469;0,458007813;0,970855977;4036;;;;;;;
470;0,458984375;0,963892859;4022;;;;;;;
471;0,459960938;0,95588341;4005;;;;;;;
472;0,4609375;0,946842019;3987;;;;;;;
473;0,461914063;0,936784115;3966;;;;;;;
474;0,462890625;0,925726137;3943;;;;;;;
475;0,463867188;0,913685504;3919;;;;;;;
476;0,46484375;0,900680579;3892;;;;;;;
477;0,465820313;0,886730638;3864;;;;;;;
478;0,466796875;0,871855839;3833;;;;;;;
479;0,467773438;0,856077184;3801;;;;;;;
480;0,46875;0,839416486;3767;;;;;;;
481;0,469726563;0,821896336;3731;;;;;;;
482;0,470703125;0,803540063;3693;;;;;;;
483;0,471679688;0,784371704;3654;;;;;;;
484;0,47265625;0,764415962;3613;;;;;;;
485;0,473632813;0,743698176;3571;;;;;;;
486;0,474609375;0,722244278;3527;;;;;;;
487;0,475585938;0,700080762;3481;;;;;;;
488;0,4765625;0,677234642;3434;;;;;;;
489;0,477539063;0,653733421;3386;;;;;;;
490;0,478515625;0,62960505;3337;;;;;;;
491;0,479492188;0,604877892;3286;;;;;;;
492;0,48046875;0,579580687;3234;;;;;;;
493;0,481445313;0,553742514;3182;;;;;;;
494;0,482421875;0,527392754;3128;;;;;;;
495;0,483398438;0,500561056;3073;;;;;;;
496;0,484375;0,473277302;3017;;;;;;;
497;0,485351563;0,445571565;2960;;;;;;;
498;0,486328125;0,417474082;2902;;;;;;;
499;0,487304688;0,389015215;2844;;;;;;;
500;0,48828125;0,360225417;2785;;;;;;;
501;0,489257813;0,331135196;2726;;;;;;;
502;0,490234375;0,301775086;2666;;;;;;;
503;0,491210938;0,272175612;2605;;;;;;;
504;0,4921875;0,242367255;2544;;;;;;;
505;0,493164063;0,212380425;2482;;;;;;;
506;0,494140625;0,182245423;2421;;;;;;;
507;0,495117188;0,151992419;2359;;;;;;;
508;0,49609375;0,121651414;2297;;;;;;;
509;0,497070313;0,091252214;2234;;;;;;;
510;0,498046875;0,060824405;2172;;;;;;;
511;0,499023438;0,030397316;2110;;;;;;;
512;0,5;8,49028E-16;2048;;;;;;;
513;0,500976563;-0,030338795;1985;;;;;;;
514;0,501953125;-0,060590652;1923;;;;;;;
515;0,502929688;-0,090727513;1862;;;;;;;
516;0,50390625;-0,120721696;1800;;;;;;;
517;0,504882813;-0,150545925;1739;;;;;;;
518;0,505859375;-0,18017335;1679;;;;;;;
519;0,506835938;-0,209577566;1618;;;;;;;
520;0,5078125;-0,238732639;1559;;;;;;;
521;0,508789063;-0,267613124;1499;;;;;;;
522;0,509765625;-0,29619408;1441;;;;;;;
523;0,510742188;-0,324451094;1383;;;;;;;
524;0,51171875;-0,352360297;1326;;;;;;;
525;0,512695313;-0,379898379;1269;;;;;;;
526;0,513671875;-0,407042603;1214;;;;;;;
527;0,514648438;-0,433770826;1159;;;;;;;
528;0,515625;-0,460061506;1105;;;;;;;
529;0,516601563;-0,48589372;1052;;;;;;;
530;0,517578125;-0,511247173;1000;;;;;;;
531;0,518554688;-0,536102211;950;;;;;;;
532;0,51953125;-0,560439833;900;;;;;;;
533;0,520507813;-0,584241695;851;;;;;;;
534;0,521484375;-0,607490126;803;;;;;;;
535;0,522460938;-0,63016813;757;;;;;;;
536;0,5234375;-0,652259398;712;;;;;;;
537;0,524414063;-0,673748309;668;;;;;;;
538;0,525390625;-0,694619941;625;;;;;;;
539;0,526367188;-0,71486007;583;;;;;;;
540;0,52734375;-0,734455181;543;;;;;;;
541;0,528320313;-0,753392462;505;;;;;;;
542;0,529296875;-0,771659816;467;;;;;;;
543;0,530273438;-0,789245855;431;;;;;;;
544;0,53125;-0,806139904;397;;;;;;;
545;0,532226563;-0,822332002;363;;;;;;;
546;0,533203125;-0,837812899;332;;;;;;;
547;0,534179688;-0,852574056;301;;;;;;;
548;0,53515625;-0,866607645;273;;;;;;;
549;0,536132813;-0,879906541;245;;;;;;;
550;0,537109375;-0,892464325;220;;;;;;;
551;0,538085938;-0,904275275;196;;;;;;;
552;0,5390625;-0,915334364;173;;;;;;;
553;0,540039063;-0,925637255;152;;;;;;;
554;0,541015625;-0,935180295;132;;;;;;;
555;0,541992188;-0,943960506;114;;;;;;;
556;0,54296875;-0,951975584;98;;;;;;;
557;0,543945313;-0,959223886;83;;;;;;;
558;0,544921875;-0,965704424;70;;;;;;;
559;0,545898438;-0,971416859;58;;;;;;;
560;0,546875;-0,976361487;48;;;;;;;
561;0,547851563;-0,980539236;39;;;;;;;
562;0,548828125;-0,983951652;32;;;;;;;
563;0,549804688;-0,98660089;27;;;;;;;
564;0,55078125;-0,988489702;23;;;;;;;
565;0,551757813;-0,98962143;21;;;;;;;
566;0,552734375;-0,989999992;20;;;;;;;
567;0,553710938;-0,989629869;21;;;;;;;
568;0,5546875;-0,988516097;23;;;;;;;
569;0,555664063;-0,986664252;27;;;;;;;
570;0,556640625;-0,984080436;32;;;;;;;
571;0,557617188;-0,98077127;39;;;;;;;
572;0,55859375;-0,976743875;47;;;;;;;
