N;time;Waveform;scale;;Total period;;1;;Calculated;
190;0,185546875;0,272980087;2607;;;;;;;
191;0,186523438;0,274375588;2609;;;;;;;
192;0,1875;0,275770443;2612;;;;;;;
193;0,188476563;0,27716465;2615;;;;;;;
194;0,189453125;0,278558205;2618;;;;;;;
195;0,190429688;0,279951104;2621;;;;;;;
196;0,19140625;0,281343344;2624;;;;;;;
197;0,192382813;0,282734922;2627;;;;;;;
198;0,193359375;0,284125835;2629;;;;;;;
199;0,194335938;0,285516079;2632;;;;;;;
200;0,1953125;0,286905652;2635;;;;;;;
201;0,196289063;0,288294549;2638;;;;;;;
202;0,197265625;0,289682768;2641;;;;;;;
203;0,198242188;0,291070306;2644;;;;;;;
204;0,19921875;0,292457158;2646;;;;;;;
205;0,200195313;0,293843322;2649;;;;;;;
206;0,201171875;0,295228795;2652;;;;;;;
207;0,202148438;0,296613573;2655;;;;;;;
208;0,203125;0,297997653;2658;;;;;;;
209;0,204101563;0,299381032;2661;;;;;;;
210;0,205078125;0,300763707;2663;;;;;;;
211;0,206054688;0,302145674;2666;;;;;;;
212;0,20703125;0,303526929;2669;;;;;;;
213;0,208007813;0,304907471;2672;;;;;;;
214;0,208984375;0,306287295;2675;;;;;;;
215;0,209960938;0,307666398;2678;;;;;;;
216;0,2109375;0,309044778;2680;;;;;;;
217;0,211914063;0,31042243;2683;;;;;;;
218;0,212890625;0,311799351;2686;;;;;;;
219;0,213867188;0,313175539;2689;;;;;;;
220;0,21484375;0,31455099;2692;;;;;;;
221;0,215820313;0,315925701;2695;;;;;;;
222;0,216796875;0,317299669;2697;;;;;;;
223;0,217773438;0,31867289;2700;;;;;;;
224;0,21875;0,320045361;2703;;;;;;;
225;0,219726563;0,321417079;2706;;;;;;;
226;0,220703125;0,32278804;2709;;;;;;;
227;0,221679688;0,324158242;2711;;;;;;;
228;0,22265625;0,325527681;2714;;;;;;;
229;0,223632813;0,326896355;2717;;;;;;;
230;0,224609375;0,328264259;2720;;;;;;;
231;0,225585938;0,32963139;2723;;;;;;;
232;0,2265625;0,330997746;2725;;;;;;;
233;0,227539063;0,332363323;2728;;;;;;;
234;0,228515625;0,333728118;2731;;;;;;;
235;0,229492188;0,335092128;2734;;;;;;;
236;0,23046875;0,336455349;2737;;;;;;;
237;0,231445313;0,337817779;2739;;;;;;;
238;0,232421875;0,339179413;2742;;;;;;;
239;0,233398438;0,34054025;2745;;;;;;;
240;0,234375;0,341900285;2748;;;;;;;
241;0,235351563;0,343259515;2750;;;;;;;
242;0,236328125;0,344617938;2753;;;;;;;
243;0,237304688;0,34597555;2756;;;;;;;
244;0,23828125;0,347332348;2759;;;;;;;
245;0,239257813;0,348688328;2762;;;;;;;
246;0,240234375;0,350043488;2764;;;;;;;
247;0,241210938;0,351397825;2767;;;;;;;
248;0,2421875;0,352751334;2770;;;;;;;
249;0,243164063;0,354104014;2773;;;;;;;
250;0,244140625;0,35545586;2775;;;;;;;
251;0,245117188;0,35680687;2778;;;;;;;
252;0,24609375;0,35815704;2781;;;;;;;
253;0,247070313;0,359506367;2784;;;;;;;
254;0,248046875;0,360854848;2787;;;;;;;
255;0,249023438;0,362202481;2789;;;;;;;
256;0,25;0,363549261;2792;;;;;;;
257;0,250976563;0,364895185;2795;;;;;;;
258;0,251953125;0,366240251;2798;;;;;;;
259;0,252929688;0,367584455;2800;;;;;;;
260;0,25390625;0,368927794;2803;;;;;;;
261;0,254882813;0,370270265;2806;;;;;;;
262;0,255859375;0,371611865;2809;;;;;;;
263;0,256835938;0,37295259;2811;;;;;;;
264;0,2578125;0,374292438;2814;;;;;;;
265;0,258789063;0,375631405;2817;;;;;;;
266;0,259765625;0,376969488;2820;;;;;;;
267;0,260742188;0,378306684;2822;;;;;;;
268;0,26171875;0,37964299;2825;;;;;;;
269;0,262695313;0,380978402;2828;;;;;;;
270;0,263671875;0,382312918;2830;;;;;;;
271;0,264648438;0,383646535;2833;;;;;;;
272;0,265625;0,384979248;2836;;;;;;;
273;0,266601563;0,386311056;2839;;;;;;;
274;0,267578125;0,387641955;2841;;;;;;;
275;0,268554688;0,388971941;2844;;;;;;;
276;0,26953125;0,390301013;2847;;;;;;;
277;0,270507813;0,391629165;2850;;;;;;;
278;0,271484375;0,392956397;2852;;;;;;;
279;0,272460938;0,394282703;2855;;;;;;;
280;0,2734375;0,395608082;2858;;;;;;;
281;0,274414063;0,39693253;2860;;;;;;;
282;0,275390625;0,398256044;2863;;;;;;;
283;0,276367188;0,399578621;2866;;;;;;;
284;0,27734375;0,400900257;2869;;;;;;;
285;0,278320313;0,40222095;2871;;;;;;;
286;0,279296875;0,403540697;2874;;;;;;;
287;0,280273438;0,404859494;2877;;;;;;;
288;0,28125;0,406177339;2879;;;;;;;
289;0,282226563;0,407494227;2882;;;;;;;
290;0,283203125;0,408810157;2885;;;;;;;
291;0,284179688;0,410125125;2887;;;;;;;
292;0,28515625;0,411439128;2890;;;;;;;
293;0,286132813;0,412752163;2893;;;;;;;
294;0,287109375;0,414064226;2896;;;;;;;
295;0,288085938;0,415375315;2898;;;;;;;
296;0,2890625;0,416685427;2901;;;;;;;
297;0,290039063;0,417994558;2904;;;;;;;
298;0,291015625;0,419302705;2906;;;;;;;
299;0,291992188;0,420609866;2909;;;;;;;
300;0,29296875;0,421916037;2912;;;;;;;
301;0,293945313;0,423221216;2914;;;;;;;
302;0,294921875;0,424525398;2917;;;;;;;
303;0,295898438;0,425828582;2920;;;;;;;
304;0,296875;0,427130763;2922;;;;;;;
305;0,297851563;0,42843194;2925;;;;;;;
306;0,298828125;0,429732108;2928;;;;;;;
307;0,299804688;0,431031265;2930;;;;;;;
308;0,30078125;0,432329408;2933;;;;;;;
309;0,301757813;0,433626533;2936;;;;;;;
310;0,302734375;0,434922638;2938;;;;;;;
311;0,303710938;0,43621772;2941;;;;;;;
312;0,3046875;0,437511775;2944;;;;;;;
313;0,305664063;0,438804801;2946;;;;;;;
314;0,306640625;0,440096794;2949;;;;;;;
315;0,307617188;0,441387752;2951;;;;;;;
316;0,30859375;0,442677671;2954;;;;;;;
317;0,309570313;0,443966548;2957;;;;;;;
318;0,310546875;0,445254381;2959;;;;;;;
319;0,311523438;0,446541166;2962;;;;;;;
320;0,3125;0,4478269;2965;;;;;;;
321;0,313476563;0,44911158;2967;;;;;;;
322;0,314453125;0,450395204;2970;;;;;;;
323;0,315429688;0,451677768;2973;;;;;;;
324;0,31640625;0,452959269;2975;;;;;;;
325;0,317382813;0,454239704;2978;;;;;;;
326;0,318359375;0,45551907;2980;;;;;;;
327;0,319335938;0,456797364;2983;;;;;;;
328;0,3203125;0,458074583;2986;;;;;;;
329;0,321289063;0,459350725;2988;;;;;;;
330;0,322265625;0,460625786;2991;;;;;;;
331;0,323242188;0,461899762;2993;;;;;;;
332;0,32421875;0,463172652;2996;;;;;;;
333;0,325195313;0,464444452;2999;;;;;;;
334;0,326171875;0,465715159;3001;;;;;;;
335;0,327148438;0,46698477;3004;;;;;;;
336;0,328125;0,468253283;3006;;;;;;;
337;0,329101563;0,469520693;3009;;;;;;;
338;0,330078125;0,470786999;3012;;;;;;;
339;0,331054688;0,472052197;3014;;;;;;;
340;0,33203125;0,473316284;3017;;;;;;;
341;0,333007813;0,474579257;3019;;;;;;;
342;0,333984375;0,475841113;3022;;;;;;;
343;0,334960938;0,47710185;3025;;;;;;;
344;0,3359375;0,478361465;3027;;;;;;;
345;0,336914063;0,479619953;3030;;;;;;;
346;0,337890625;0,480877313;3032;;;;;;;
347;0,338867188;0,482133542;3035;;;;;;;
348;0,33984375;0,483388635;3037;;;;;;;
349;0,340820313;0,484642592;3040;;;;;;;
350;0,341796875;0,485895408;3043;;;;;;;
351;0,342773438;0,487147081;3045;;;;;;;
352;0,34375;0,488397607;3048;;;;;;;
353;0,344726563;0,489646984;3050;;;;;;;
354;0,345703125;0,490895209;3053;;;;;;;
355;0,346679688;0,492142279;3055;;;;;;;
356;0,34765625;0,493388191;3058;;;;;;;
357;0,348632813;0,494632941;3061;;;;;;;
358;0,349609375;0,495876528;3063;;;;;;;
359;0,350585938;0,497118948;3066;;;;;;;
360;0,3515625;0,498360199;3068;;;;;;;
361;0,352539063;0,499600276;3071;;;;;;;
362;0,353515625;0,500839178;3073;;;;;;;
363;0,354492188;0,502076901;3076;;;;;;;
364;0,35546875;0,503313443;3078;;;;;;;
365;0,356445313;0,504548801;3081;;;;;;;
366;0,357421875;0,505782971;3083;;;;;;;
367;0,358398438;0,507015952;3086;;;;;;;
368;0,359375;0,508247739;3088;;;;;;;
369;0,360351563;0,50947833;3091;;;;;;;
370;0,361328125;0,510707722;3093;;;;;;;
371;0,362304688;0,511935913;3096;;;;;;;
372;0,36328125;0,513162899;3098;;;;;;;
373;0,364257813;0,514388678;3101;;;;;;;
374;0,365234375;0,515613246;3103;;;;;;;
375;0,366210938;0,5168366;3106;;;;;;;
376;0,3671875;0,518058739;3108;;;;;;;
377;0,368164063;0,519279659;3111;;;;;;;
378;0,369140625;0,520499356;3113;;;;;;;
379;0,370117188;0,521717829;3116;;;;;;;
380;0,37109375;0,522935074;3118;;;;;;;
381;0,372070313;0,524151089;3121;;;;;;;
382;0,373046875;0,52536587;3123;;;;;;;
383;0,374023438;0,526579415;3126;;;;;;;
384;0,375;0,527791721;3128;;;;;;;
385;0,375976563;0,529002785;3131;;;;;;;
386;0,376953125;0,530212605;3133;;;;;;;
387;0,377929688;0,531421176;3136;;;;;;;
388;0,37890625;0,532628497;3138;;;;;;;
389;0,379882813;0,533834565;3141;;;;;;;
390;0,380859375;0,535039377;3143;;;;;;;
391;0,381835938;0,536242929;3146;;;;;;;
392;0,3828125;0,53744522;3148;;;;;;;
393;0,383789063;0,538646246;3151;;;;;;;
394;0,384765625;0,539846005;3153;;;;;;;
395;0,385742188;0,541044493;3156;;;;;;;
396;0,38671875;0,542241709;3158;;;;;;;
397;0,387695313;0,543437648;3160;;;;;;;
398;0,388671875;0,544632308;3163;;;;;;;
399;0,389648438;0,545825687;3165;;;;;;;
400;0,390625;0,547017782;3168;;;;;;;
401;0,391601563;0,548208589;3170;;;;;;;
402;0,392578125;0,549398107;3173;;;;;;;
403;0,393554688;0,550586331;3175;;;;;;;
404;0,39453125;0,55177326;3178;;;;;;;
405;0,395507813;0,552958891;3180;;;;;;;
406;0,396484375;0,55414322;3182;;;;;;;
407;0,397460938;0,555326246;3185;;;;;;;
408;0,3984375;0,556507965;3187;;;;;;;
409;0,399414063;0,557688374;3190;;;;;;;
410;0,400390625;0,558867471;3192;;;;;;;
411;0,401367188;0,560045253;3194;;;;;;;
412;0,40234375;0,561221717;3197;;;;;;;
413;0,403320313;0,56239686;3199;;;;;;;
414;0,404296875;0,56357068;3202;;;;;;;
415;0,405273438;0,564743174;3204;;;;;;;
416;0,40625;0,565914339;3206;;;;;;;
417;0,407226563;0,567084173;3209;;;;;;;
418;0,408203125;0,568252672;3211;;;;;;;
419;0,409179688;0,569419833;3214;;;;;;;
420;0,41015625;0,570585655;3216;;;;;;;
421;0,411132813;0,571750135;3218;;;;;;;
422;0,412109375;0,572913269;3221;;;;;;;
423;0,413085938;0,574075054;3223;;;;;;;
424;0,4140625;0,575235489;3226;;;;;;;
425;0,415039063;0,576394571;3228;;;;;;;
426;0,416015625;0,577552296;3230;;;;;;;
427;0,416992188;0,578708662;3233;;;;;;;
428;0,41796875;0,579863666;3235;;;;;;;
429;0,418945313;0,581017306;3237;;;;;;;
430;0,419921875;0,582169578;3240;;;;;;;
431;0,420898438;0,583320481;3242;;;;;;;
432;0,421875;0,584470011;3244;;;;;;;
433;0,422851563;0,585618166;3247;;;;;;;
434;0,423828125;0,586764943;3249;;;;;;;
435;0,424804688;0,587910339;3252;;;;;;;
436;0,42578125;0,589054351;3254;;;;;;;
437;0,426757813;0,590196978;3256;;;;;;;
438;0,427734375;0,591338215;3259;;;;;;;
439;0,428710938;0,592478062;3261;;;;;;;
440;0,4296875;0,593616514;3263;;;;;;;
441;0,430664063;0,594753569;3266;;;;;;;
442;0,431640625;0,595889225;3268;;;;;;;
443;0,432617188;0,597023478;3270;;;;;;;
444;0,43359375;0,598156327;3273;;;;;;;
445;0,434570313;0,599287768;3275;;;;;;;
446;0,435546875;0,600417799;3277;;;;;;;
447;0,436523438;0,601546417;3279;;;;;;;
448;0,4375;0,60267362;3282;;;;;;;
449;0,438476563;0,603799404;3284;;;;;;;
450;0,439453125;0,604923768;3286;;;;;;;
451;0,440429688;0,606046708;3289;;;;;;;
452;0,44140625;0,607168223;3291;;;;;;;
453;0,442382813;0,608288308;3293;;;;;;;
454;0,443359375;0,609406962;3296;;;;;;;
455;0,444335938;0,610524182;3298;;;;;;;
456;0,4453125;0,611639966;3300;;;;;;;
457;0,446289063;0,61275431;3302;;;;;;;
458;0,447265625;0,613867212;3305;;;;;;;
459;0,448242188;0,61497867;3307;;;;;;;
460;0,44921875;0,616088681;3309;;;;;;;
461;0,450195313;0,617197242;3312;;;;;;;
462;0,451171875;0,618304351;3314;;;;;;;
463;0,452148438;0,619410005;3316;;;;;;;
464;0,453125;0,620514201;3318;;;;;;;
465;0,454101563;0,621616937;3321;;;;;;;
466;0,455078125;0,62271821;3323;;;;;;;
467;0,456054688;0,623818018;3325;;;;;;;
468;0,45703125;0,624916359;3327;;;;;;;
469;0,458007813;0,626013228;3330;;;;;;;
470;0,458984375;0,627108625;3332;;;;;;;
471;0,459960938;0,628202546;3334;;;;;;;
472;0,4609375;0,629294989;3336;;;;;;;
473;0,461914063;0,630385951;3339;;;;;;;
474;0,462890625;0,631475429;3341;;;;;;;
475;0,463867188;0,632563422;3343;;;;;;;
476;0,46484375;0,633649926;3345;;;;;;;
477;0,465820313;0,634734939;3347;;;;;;;
478;0,466796875;0,635818459;3350;;;;;;;
479;0,467773438;0,636900482;3352;;;;;;;
480;0,46875;0,637981007;3354;;;;;;;
481;0,469726563;0,639060031;3356;;;;;;;
482;0,470703125;0,64013755;3359;;;;;;;
483;0,471679688;0,641213564;3361;;;;;;;
484;0,47265625;0,642288068;3363;;;;;;;
485;0,473632813;0,643361062;3365;;;;;;;
486;0,474609375;0,644432541;3367;;;;;;;
487;0,475585938;0,645502504;3369;;;;;;;
488;0,4765625;0,646570948;3372;;;;;;;
489;0,477539063;0,64763787;3374;;;;;;;
490;0,478515625;0,648703269;3376;;;;;;;
491;0,479492188;0,649767141;3378;;;;;;;
492;0,48046875;0,650829484;3380;;;;;;;
493;0,481445313;0,651890296;3383;;;;;;;
494;0,482421875;0,652949574;3385;;;;;;;
495;0,483398438;0,654007315;3387;;;;;;;
496;0,484375;0,655063518;3389;;;;;;;
497;0,485351563;0,656118178;3391;;;;;;;
498;0,486328125;0,657171295;3393;;;;;;;
499;0,487304688;0,658222866;3396;;;;;;;
500;0,48828125;0,659272888;3398;;;;;;;
501;0,489257813;0,660321358;3400;;;;;;;
502;0,490234375;0,661368275;3402;;;;;;;
503;0,491210938;0,662413635;3404;;;;;;;
504;0,4921875;0,663457437;3406;;;;;;;
505;0,493164063;0,664499677;3408;;;;;;;
506;0,494140625;0,665540354;3411;;;;;;;
507;0,495117188;0,666579465;3413;;;;;;;
508;0,49609375;0,667617007;3415;;;;;;;
509;0,497070313;0,668652978;3417;;;;;;;
510;0,498046875;0,669687376;3419;;;;;;;
511;0,499023438;0,670720198;3421;;;;;;;
512;0,5;0,671751442;3423;;;;;;;
513;0,500976563;0,672781105;3425;;;;;;;
514;0,501953125;0,673809185;3427;;;;;;;
515;0,502929688;0,67483568;3430;;;;;;;
516;0,50390625;0,675860586;3432;;;;;;;
517;0,504882813;0,676883902;3434;;;;;;;
518;0,505859375;0,677905625;3436;;;;;;;
519;0,506835938;0,678925753;3438;;;;;;;
520;0,5078125;0,679944284;3440;;;;;;;
521;0,508789063;0,680961215;3442;;;;;;;
522;0,509765625;0,681976543;3444;;;;;;;
523;0,510742188;0,682990266;3446;;;;;;;
524;0,51171875;0,684002383;3448;;;;;;;
525;0,512695313;0,685012889;3450;;;;;;;
526;0,513671875;0,686021784;3452;;;;;;;
527;0,514648438;0,687029065;3455;;;;;;;
528;0,515625;0,688034729;3457;;;;;;;
529;0,516601563;0,689038774;3459;;;;;;;
530;0,517578125;0,690041197;3461;;;;;;;
531;0,518554688;0,691041997;3463;;;;;;;
532;0,51953125;0,692041171;3465;;;;;;;
533;0,520507813;0,693038716;3467;;;;;;;
534;0,521484375;0,694034631;3469;;;;;;;
535;0,522460938;0,695028912;3471;;;;;;;
536;0,5234375;0,696021558;3473;;;;;;;
537;0,524414063;0,697012566;3475;;;;;;;
538;0,525390625;0,698001934;3477;;;;;;;
539;0,526367188;0,69898966;3479;;;;;;;
540;0,52734375;0,69997574;3481;;;;;;;
541;0,528320313;0,700960174;3483;;;;;;;
542;0,529296875;0,701942958;3485;;;;;;;
543;0,530273438;0,702924091;3487;;;;;;;
544;0,53125;0,703903569;3489;;;;;;;
545;0,532226563;0,704881391;3491;;;;;;;
546;0,533203125;0,705857555;3493;;;;;;;
547;0,534179688;0,706832057;3495;;;;;;;
548;0,53515625;0,707804896;3497;;;;;;;
549;0,536132813;0,70877607;3499;;;;;;;
550;0,537109375;0,709745576;3501;;;;;;;
551;0,538085938;0,710713411;3503;;;;;;;
552;0,5390625;0,711679575;3505;;;;;;;
553;0,540039063;0,712644064;3507;;;;;;;
554;0,541015625;0,713606875;3509;;;;;;;
555;0,541992188;0,714568008;3511;;;;;;;
556;0,54296875;0,715527459;3513;;;;;;;
557;0,543945313;0,716485227;3515;;;;;;;
558;0,544921875;0,717441308;3517;;;;;;;
559;0,545898438;0,718395701;3519;;;;;;;
560;0,546875;0,719348404;3521;;;;;;;
561;0,547851563;0,720299414;3523;;;;;;;
562;0,548828125;0,72124873;3525;;;;;;;
563;0,549804688;0,722196348;3527;;;;;;;
564;0,55078125;0,723142266;3528;;;;;;;
565;0,551757813;0,724086483;3530;;;;;;;
566;0,552734375;0,725028996;3532;;;;;;;
567;0,553710938;0,725969804;3534;;;;;;;
568;0,5546875;0,726908902;3536;;;;;;;
569;0,555664063;0,727846291;3538;;;;;;;
570;0,556640625;0,728781966;3540;;;;;;;
571;0,557617188;0,729715927;3542;;;;;;;
572;0,55859375;0,730648171;3544;;;;;;;
573;0,559570313;0,731578695;3546;;;;;;;
574;0,560546875;0,732507498;3548;;;;;;;
575;0,561523438;0,733434577;3550;;;;;;;
576;0,5625;0,734359931;3551;;;;;;;
