N;time;Waveform;scale;;Total period;;1;;Calculated;
196;0,19140625;-0,94542549;111;;;;;;;
197;0,192382813;-0,942855558;117;;;;;;;
198;0,193359375;-0,939717684;123;;;;;;;
199;0,194335938;-0,93601376;131;;;;;;;
200;0,1953125;-0,931746016;139;;;;;;;
201;0,196289063;-0,926917024;149;;;;;;;
202;0,197265625;-0,921529691;160;;;;;;;
203;0,198242188;-0,915587263;172;;;;;;;
204;0,19921875;-0,909093319;186;;;;;;;
205;0,200195313;-0,902051772;200;;;;;;;
206;0,201171875;-0,894466862;216;;;;;;;
207;0,202148438;-0,886343159;232;;;;;;;
208;0,203125;-0,877685556;250;;;;;;;
209;0,204101563;-0,868499268;269;;;;;;;
210;0,205078125;-0,858789828;289;;;;;;;
211;0,206054688;-0,848563086;310;;;;;;;
212;0,20703125;-0,837825201;332;;;;;;;
213;0,208007813;-0,826582642;355;;;;;;;
214;0,208984375;-0,81484218;379;;;;;;;
215;0,209960938;-0,802610887;404;;;;;;;
216;0,2109375;-0,789896132;430;;;;;;;
217;0,211914063;-0,776705572;457;;;;;;;
218;0,212890625;-0,763047155;485;;;;;;;
219;0,213867188;-0,748929106;514;;;;;;;
220;0,21484375;-0,734359931;544;;;;;;;
221;0,215820313;-0,719348404;574;;;;;;;
222;0,216796875;-0,703903569;606;;;;;;;
223;0,217773438;-0,688034729;638;;;;;;;
224;0,21875;-0,671751442;672;;;;;;;
225;0,219726563;-0,655063518;706;;;;;;;
226;0,220703125;-0,637981007;741;;;;;;;
227;0,221679688;-0,620514201;777;;;;;;;
228;0,22265625;-0,60267362;813;;;;;;;
229;0,223632813;-0,584470011;851;;;;;;;
230;0,224609375;-0,565914339;889;;;;;;;
231;0,225585938;-0,547017782;927;;;;;;;
232;0,2265625;-0,527791721;967;;;;;;;
233;0,227539063;-0,508247739;1007;;;;;;;
234;0,228515625;-0,488397607;1047;;;;;;;
235;0,229492188;-0,468253283;1089;;;;;;;
236;0,23046875;-0,4478269;1130;;;;;;;
237;0,231445313;-0,427130763;1173;;;;;;;
238;0,232421875;-0,406177339;1216;;;;;;;
239;0,233398438;-0,384979248;1259;;;;;;;
240;0,234375;-0,363549261;1303;;;;;;;
241;0,235351563;-0,341900285;1347;;;;;;;
242;0,236328125;-0,320045361;1392;;;;;;;
243;0,237304688;-0,297997653;1437;;;;;;;
244;0,23828125;-0,275770443;1483;;;;;;;
245;0,239257813;-0,25337712;1529;;;;;;;
246;0,240234375;-0,230831171;1575;;;;;;;
247;0,241210938;-0,208146178;1621;;;;;;;
248;0,2421875;-0,185335806;1668;;;;;;;
249;0,243164063;-0,162413794;1715;;;;;;;
250;0,244140625;-0,139393951;1762;;;;;;;
251;0,245117188;-0,116290141;1809;;;;;;;
252;0,24609375;-0,093116283;1857;;;;;;;
253;0,247070313;-0,069886335;1904;;;;;;;
254;0,248046875;-0,046614291;1952;;;;;;;
255;0,249023438;-0,023314167;2000;;;;;;;
256;0,25;-2,32778E-16;2048;;;;;;;
257;0,250976563;0,023314167;2095;;;;;;;
258;0,251953125;0,046614291;2143;;;;;;;
259;0,252929688;0,069886335;2191;;;;;;;
260;0,25390625;0,093116283;2238;;;;;;;
261;0,254882813;0,116290141;2286;;;;;;;
262;0,255859375;0,139393951;2333;;;;;;;
263;0,256835938;0,162413794;2380;;;;;;;
264;0,2578125;0,185335806;2427;;;;;;;
265;0,258789063;0,208146178;2474;;;;;;;
266;0,259765625;0,230831171;2520;;;;;;;
267;0,260742188;0,25337712;2566;;;;;;;
268;0,26171875;0,275770443;2612;;;;;;;
269;0,262695313;0,297997653;2658;;;;;;;
270;0,263671875;0,320045361;2703;;;;;;;
271;0,264648438;0,341900285;2748;;;;;;;
272;0,265625;0,363549261;2792;;;;;;;
273;0,266601563;0,384979248;2836;;;;;;;
274;0,267578125;0,406177339;2879;;;;;;;
275;0,268554688;0,427130763;2922;;;;;;;
276;0,26953125;0,4478269;2965;;;;;;;
277;0,270507813;0,468253283;3006;;;;;;;
278;0,271484375;0,488397607;3048;;;;;;;
279;0,272460938;0,508247739;3088;;;;;;;
280;0,2734375;0,527791721;3128;;;;;;;
281;0,274414063;0,547017782;3168;;;;;;;
282;0,275390625;0,565914339;3206;;;;;;;
283;0,276367188;0,584470011;3244;;;;;;;
284;0,27734375;0,60267362;3282;;;;;;;
285;0,278320313;0,620514201;3318;;;;;;;
286;0,279296875;0,637981007;3354;;;;;;;
287;0,280273438;0,655063518;3389;;;;;;;
288;0,28125;0,671751442;3423;;;;;;;
289;0,282226563;0,688034729;3457;;;;;;;
290;0,283203125;0,703903569;3489;;;;;;;
291;0,284179688;0,719348404;3521;;;;;;;
292;0,28515625;0,734359931;3551;;;;;;;
293;0,286132813;0,748929106;3581;;;;;;;
294;0,287109375;0,763047155;3610;;;;;;;
295;0,288085938;0,776705572;3638;;;;;;;
296;0,2890625;0,789896132;3665;;;;;;;
297;0,290039063;0,802610887;3691;;;;;;;
298;0,291015625;0,81484218;3716;;;;;;;
299;0,291992188;0,826582642;3740;;;;;;;
300;0,29296875;0,837825201;3763;;;;;;;
301;0,293945313;0,848563086;3785;;;;;;;
302;0,294921875;0,858789828;3806;;;;;;;
303;0,295898438;0,868499268;3826;;;;;;;
304;0,296875;0,877685556;3845;;;;;;;
305;0,297851563;0,886343159;3863;;;;;;;
306;0,298828125;0,894466862;3879;;;;;;;
307;0,299804688;0,902051772;3895;;;;;;;
308;0,30078125;0,909093319;3909;;;;;;;
309;0,301757813;0,915587263;3923;;;;;;;
310;0,302734375;0,921529691;3935;;;;;;;
311;0,303710938;0,926917024;3946;;;;;;;
312;0,3046875;0,931746016;3956;;;;;;;
313;0,305664063;0,93601376;3964;;;;;;;
314;0,306640625;0,939717684;3972;;;;;;;
315;0,307617188;0,942855558;3978;;;;;;;
316;0,30859375;0,94542549;3984;;;;;;;
317;0,309570313;0,947425934;3988;;;;;;;
318;0,310546875;0,948855683;3991;;;;;;;
319;0,311523438;0,949713878;3993;;;;;;;
320;0,3125;0,95;3993;;;;;;;
321;0,313476563;0,949713878;3993;;;;;;;
322;0,314453125;0,948855683;3991;;;;;;;
323;0,315429688;0,947425934;3988;;;;;;;
324;0,31640625;0,94542549;3984;;;;;;;
325;0,317382813;0,942855558;3978;;;;;;;
326;0,318359375;0,939717684;3972;;;;;;;
327;0,319335938;0,93601376;3964;;;;;;;
328;0,3203125;0,931746016;3956;;;;;;;
329;0,321289063;0,926917024;3946;;;;;;;
330;0,322265625;0,921529691;3935;;;;;;;
331;0,323242188;0,915587263;3923;;;;;;;
332;0,32421875;0,909093319;3909;;;;;;;
333;0,325195313;0,902051772;3895;;;;;;;
334;0,326171875;0,894466862;3879;;;;;;;
335;0,327148438;0,886343159;3863;;;;;;;
336;0,328125;0,877685556;3845;;;;;;;
337;0,329101563;0,868499268;3826;;;;;;;
338;0,330078125;0,858789828;3806;;;;;;;
339;0,331054688;0,848563086;3785;;;;;;;
340;0,33203125;0,837825201;3763;;;;;;;
341;0,333007813;0,826582642;3740;;;;;;;
342;0,333984375;0,81484218;3716;;;;;;;
343;0,334960938;0,802610887;3691;;;;;;;
344;0,3359375;0,789896132;3665;;;;;;;
345;0,336914063;0,776705572;3638;;;;;;;
346;0,337890625;0,763047155;3610;;;;;;;
347;0,338867188;0,748929106;3581;;;;;;;
348;0,33984375;0,734359931;3551;;;;;;;
349;0,340820313;0,719348404;3521;;;;;;;
350;0,341796875;0,703903569;3489;;;;;;;
351;0,342773438;0,688034729;3457;;;;;;;
352;0,34375;0,671751442;3423;;;;;;;
353;0,344726563;0,655063518;3389;;;;;;;
354;0,345703125;0,637981007;3354;;;;;;;
355;0,346679688;0,620514201;3318;;;;;;;
356;0,34765625;0,60267362;3282;;;;;;;
357;0,348632813;0,584470011;3244;;;;;;;
358;0,349609375;0,565914339;3206;;;;;;;
359;0,350585938;0,547017782;3168;;;;;;;
360;0,3515625;0,527791721;3128;;;;;;;
361;0,352539063;0,508247739;3088;;;;;;;
362;0,353515625;0,488397607;3048;;;;;;;
363;0,354492188;0,468253283;3006;;;;;;;
364;0,35546875;0,4478269;2965;;;;;;;
365;0,356445313;0,427130763;2922;;;;;;;
366;0,357421875;0,406177339;2879;;;;;;;
367;0,358398438;0,384979248;2836;;;;;;;
368;0,359375;0,363549261;2792;;;;;;;
369;0,360351563;0,341900285;2748;;;;;;;
370;0,361328125;0,320045361;2703;;;;;;;
371;0,362304688;0,297997653;2658;;;;;;;
372;0,36328125;0,275770443;2612;;;;;;;
373;0,364257813;0,25337712;2566;;;;;;;
374;0,365234375;0,230831171;2520;;;;;;;
375;0,366210938;0,208146178;2474;;;;;;;
376;0,3671875;0,185335806;2427;;;;;;;
377;0,368164063;0,162413794;2380;;;;;;;
378;0,369140625;0,139393951;2333;;;;;;;
379;0,370117188;0,116290141;2286;;;;;;;
380;0,37109375;0,093116283;2238;;;;;;;
381;0,372070313;0,069886335;2191;;;;;;;
382;0,373046875;0,046614291;2143;;;;;;;
383;0,374023438;0,023314167;2095;;;;;;;
384;0,375;3,49167E-16;2048;;;;;;;
385;0,375976563;-0,023314167;2000;;;;;;;
386;0,376953125;-0,046614291;1952;;;;;;;
387;0,377929688;-0,069886335;1904;;;;;;;
388;0,37890625;-0,093116283;1857;;;;;;;
389;0,379882813;-0,116290141;1809;;;;;;;
390;0,380859375;-0,139393951;1762;;;;;;;
391;0,381835938;-0,162413794;1715;;;;;;;
392;0,3828125;-0,185335806;1668;;;;;;;
393;0,383789063;-0,208146178;1621;;;;;;;
394;0,384765625;-0,230831171;1575;;;;;;;
395;0,385742188;-0,25337712;1529;;;;;;;
396;0,38671875;-0,275770443;1483;;;;;;;
397;0,387695313;-0,297997653;1437;;;;;;;
398;0,388671875;-0,320045361;1392;;;;;;;
399;0,389648438;-0,341900285;1347;;;;;;;
400;0,390625;-0,363549261;1303;;;;;;;
401;0,391601563;-0,384979248;1259;;;;;;;
402;0,392578125;-0,406177339;1216;;;;;;;
403;0,393554688;-0,427130763;1173;;;;;;;
404;0,39453125;-0,4478269;1130;;;;;;;
405;0,395507813;-0,468253283;1089;;;;;;;
406;0,396484375;-0,488397607;1047;;;;;;;
407;0,397460938;-0,508247739;1007;;;;;;;
408;0,3984375;-0,527791721;967;;;;;;;
409;0,399414063;-0,547017782;927;;;;;;;
410;0,400390625;-0,565914339;889;;;;;;;
411;0,401367188;-0,584470011;851;;;;;;;
412;0,40234375;-0,60267362;813;;;;;;;
413;0,403320313;-0,620514201;777;;;;;;;
414;0,404296875;-0,637981007;741;;;;;;;
415;0,405273438;-0,655063518;706;;;;;;;
416;0,40625;-0,671751442;672;;;;;;;
417;0,407226563;-0,688034729;638;;;;;;;
418;0,408203125;-0,703903569;606;;;;;;;
419;0,409179688;-0,719348404;574;;;;;;;
420;0,41015625;-0,734359931;544;;;;;;;
421;0,411132813;-0,748929106;514;;;;;;;
422;0,412109375;-0,763047155;485;;;;;;;
423;0,413085938;-0,776705572;457;;;;;;;
424;0,4140625;-0,789896132;430;;;;;;;
425;0,415039063;-0,802610887;404;;;;;;;
426;0,416015625;-0,81484218;379;;;;;;;
427;0,416992188;-0,826582642;355;;;;;;;
428;0,41796875;-0,837825201;332;;;;;;;
429;0,418945313;-0,848563086;310;;;;;;;
430;0,419921875;-0,858789828;289;;;;;;;
431;0,420898438;-0,868499268;269;;;;;;;
432;0,421875;-0,877685556;250;;;;;;;
433;0,422851563;-0,886343159;232;;;;;;;
434;0,423828125;-0,894466862;216;;;;;;;
435;0,424804688;-0,902051772;200;;;;;;;
436;0,42578125;-0,909093319;186;;;;;;;
437;0,426757813;-0,915587263;172;;;;;;;
438;0,427734375;-0,921529691;160;;;;;;;
439;0,428710938;-0,926917024;149;;;;;;;
440;0,4296875;-0,931746016;139;;;;;;;
441;0,430664063;-0,93601376;131;;;;;;;
442;0,431640625;-0,939717684;123;;;;;;;
443;0,432617188;-0,942855558;117;;;;;;;
444;0,43359375;-0,94542549;111;;;;;;;
445;0,434570313;-0,947425934;107;;;;;;;
446;0,435546875;-0,948855683;104;;;;;;;
447;0,436523438;-0,949713878;102;;;;;;;
448;0,4375;-0,95;102;;;;;;;
449;0,438476563;-0,949713878;102;;;;;;;
450;0,439453125;-0,948855683;104;;;;;;;
451;0,440429688;-0,947425934;107;;;;;;;
452;0,44140625;-0,94542549;111;;;;;;;
453;0,442382813;-0,942855558;117;;;;;;;
454;0,443359375;-0,939717684;123;;;;;;;
455;0,444335938;-0,93601376;131;;;;;;;
456;0,4453125;-0,931746016;139;;;;;;;
457;0,446289063;-0,926917024;149;;;;;;;
458;0,447265625;-0,921529691;160;;;;;;;
459;0,448242188;-0,915587263;172;;;;;;;
460;0,44921875;-0,909093319;186;;;;;;;
461;0,450195313;-0,902051772;200;;;;;;;
462;0,451171875;-0,894466862;216;;;;;;;
463;0,452148438;-0,886343159;232;;;;;;;
464;0,453125;-0,877685556;250;;;;;;;
465;0,454101563;-0,868499268;269;;;;;;;
466;0,455078125;-0,858789828;289;;;;;;;
467;0,456054688;-0,848563086;310;;;;;;;
468;0,45703125;-0,837825201;332;;;;;;;
469;0,458007813;-0,826582642;355;;;;;;;
470;0,458984375;-0,81484218;379;;;;;;;
471;0,459960938;-0,802610887;404;;;;;;;
472;0,4609375;-0,789896132;430;;;;;;;
473;0,461914063;-0,776705572;457;;;;;;;
474;0,462890625;-0,763047155;485;;;;;;;
475;0,463867188;-0,748929106;514;;;;;;;
476;0,46484375;-0,734359931;544;;;;;;;
477;0,465820313;-0,719348404;574;;;;;;;
478;0,466796875;-0,703903569;606;;;;;;;
479;0,467773438;-0,688034729;638;;;;;;;
480;0,46875;-0,671751442;672;;;;;;;
481;0,469726563;-0,655063518;706;;;;;;;
482;0,470703125;-0,637981007;741;;;;;;;
483;0,471679688;-0,620514201;777;;;;;;;
484;0,47265625;-0,60267362;813;;;;;;;
485;0,473632813;-0,584470011;851;;;;;;;
486;0,474609375;-0,565914339;889;;;;;;;
487;0,475585938;-0,547017782;927;;;;;;;
488;0,4765625;-0,527791721;967;;;;;;;
489;0,477539063;-0,508247739;1007;;;;;;;
490;0,478515625;-0,488397607;1047;;;;;;;
491;0,479492188;-0,468253283;1089;;;;;;;
492;0,48046875;-0,4478269;1130;;;;;;;
493;0,481445313;-0,427130763;1173;;;;;;;
494;0,482421875;-0,406177339;1216;;;;;;;
495;0,483398438;-0,384979248;1259;;;;;;;
496;0,484375;-0,363549261;1303;;;;;;;
497;0,485351563;-0,341900285;1347;;;;;;;
498;0,486328125;-0,320045361;1392;;;;;;;
499;0,487304688;-0,297997653;1437;;;;;;;
500;0,48828125;-0,275770443;1483;;;;;;;
501;0,489257813;-0,25337712;1529;;;;;;;
502;0,490234375;-0,230831171;1575;;;;;;;
503;0,491210938;-0,208146178;1621;;;;;;;
504;0,4921875;-0,185335806;1668;;;;;;;
505;0,493164063;-0,162413794;1715;;;;;;;
506;0,494140625;-0,139393951;1762;;;;;;;
507;0,495117188;-0,116290141;1809;;;;;;;
508;0,49609375;-0,093116283;1857;;;;;;;
509;0,497070313;-0,069886335;1904;;;;;;;
510;0,498046875;-0,046614291;1952;;;;;;;
511;0,499023438;-0,023314167;2000;;;;;;;
512;0,5;-4,65556E-16;2048;;;;;;;
513;0,500976563;0,00582909;2059;;;;;;;
514;0,501953125;0,011657961;2071;;;;;;;
515;0,502929688;0,017486393;2083;;;;;;;
516;0,50390625;0,023314167;2095;;;;;;;
517;0,504882813;0,029141063;2107;;;;;;;
518;0,505859375;0,034966862;2119;;;;;;;
519;0,506835938;0,040791344;2131;;;;;;;
520;0,5078125;0,046614291;2143;;;;;;;
521;0,508789063;0,052435482;2155;;;;;;;
522;0,509765625;0,058254699;2167;;;;;;;
523;0,510742188;0,064071724;2179;;;;;;;
524;0,51171875;0,069886335;2191;;;;;;;
525;0,512695313;0,075698316;2203;;;;;;;
526;0,513671875;0,081507447;2214;;;;;;;
527;0,514648438;0,087313509;2226;;;;;;;
528;0,515625;0,093116283;2238;;;;;;;
529;0,516601563;0,098915552;2250;;;;;;;
530;0,517578125;0,104711097;2262;;;;;;;
531;0,518554688;0,110502699;2274;;;;;;;
532;0,51953125;0,116290141;2286;;;;;;;
533;0,520507813;0,122073205;2298;;;;;;;
534;0,521484375;0,127851673;2309;;;;;;;
535;0,522460938;0,133625327;2321;;;;;;;
536;0,5234375;0,139393951;2333;;;;;;;
537;0,524414063;0,145157326;2345;;;;;;;
538;0,525390625;0,150915236;2357;;;;;;;
539;0,526367188;0,156667464;2368;;;;;;;
540;0,52734375;0,162413794;2380;;;;;;;
541;0,528320313;0,168154009;2392;;;;;;;
542;0,529296875;0,173887894;2404;;;;;;;
543;0,530273438;0,179615231;2415;;;;;;;
544;0,53125;0,185335806;2427;;;;;;;
545;0,532226563;0,191049403;2439;;;;;;;
546;0,533203125;0,196755807;2450;;;;;;;
547;0,534179688;0,202454804;2462;;;;;;;
548;0,53515625;0,208146178;2474;;;;;;;
549;0,536132813;0,213829716;2485;;;;;;;
550;0,537109375;0,219505203;2497;;;;;;;
551;0,538085938;0,225172426;2509;;;;;;;
552;0,5390625;0,230831171;2520;;;;;;;
553;0,540039063;0,236481225;2532;;;;;;;
554;0,541015625;0,242122377;2543;;;;;;;
555;0,541992188;0,247754412;2555;;;;;;;
556;0,54296875;0,25337712;2566;;;;;;;
557;0,543945313;0,258990288;2578;;;;;;;
558;0,544921875;0,264593705;2589;;;;;;;
559;0,545898438;0,27018716;2601;;;;;;;
560;0,546875;0,275770443;2612;;;;;;;
561;0,547851563;0,281343344;2624;;;;;;;
562;0,548828125;0,286905652;2635;;;;;;;
563;0,549804688;0,292457158;2646;;;;;;;
564;0,55078125;0,297997653;2658;;;;;;;
565;0,551757813;0,303526929;2669;;;;;;;
566;0,552734375;0,309044778;2680;;;;;;;
567;0,553710938;0,31455099;2692;;;;;;;
568;0,5546875;0,320045361;2703;;;;;;;
569;0,555664063;0,325527681;2714;;;;;;;
570;0,556640625;0,330997746;2725;;;;;;;
571;0,557617188;0,336455349;2737;;;;;;;
572;0,55859375;0,341900285;2748;;;;;;;
