N;time;Waveform;scale;;Total period;;1;;Calculated;
36;0,03515625;-0,027994794;1990;;;;;;;
37;0,036132813;-0,028442659;1989;;;;;;;
38;0,037109375;-0,028864636;1988;;;;;;;
39;0,038085938;-0,029260276;1988;;;;;;;
40;0,0390625;-0,029629153;1987;;;;;;;
41;0,040039063;-0,029970867;1986;;;;;;;
42;0,041015625;-0,03028504;1985;;;;;;;
43;0,041992188;-0,030571322;1985;;;;;;;
44;0,04296875;-0,030829385;1984;;;;;;;
45;0,043945313;-0,031058931;1984;;;;;;;
46;0,044921875;-0,031259685;1983;;;;;;;
47;0,045898438;-0,031431399;1983;;;;;;;
48;0,046875;-0,031573852;1983;;;;;;;
49;0,047851563;-0,031686851;1983;;;;;;;
50;0,048828125;-0,031770229;1982;;;;;;;
51;0,049804688;-0,031823847;1982;;;;;;;
52;0,05078125;-0,031847592;1982;;;;;;;
53;0,051757813;-0,031841382;1982;;;;;;;
54;0,052734375;-0,03180516;1982;;;;;;;
55;0,053710938;-0,031738898;1982;;;;;;;
56;0,0546875;-0,031642597;1983;;;;;;;
57;0,055664063;-0,031516286;1983;;;;;;;
58;0,056640625;-0,03136002;1983;;;;;;;
59;0,057617188;-0,031173884;1984;;;;;;;
60;0,05859375;-0,030957993;1984;;;;;;;
61;0,059570313;-0,030712486;1985;;;;;;;
62;0,060546875;-0,030437533;1985;;;;;;;
63;0,061523438;-0,030133331;1986;;;;;;;
64;0,0625;-0,029800106;1986;;;;;;;
65;0,063476563;-0,029438109;1987;;;;;;;
66;0,064453125;-0,029047622;1988;;;;;;;
67;0,065429688;-0,028628951;1989;;;;;;;
68;0,06640625;-0,028182432;1990;;;;;;;
69;0,067382813;-0,027708426;1991;;;;;;;
70;0,068359375;-0,02720732;1992;;;;;;;
71;0,069335938;-0,02667953;1993;;;;;;;
72;0,0703125;-0,026125494;1994;;;;;;;
73;0,071289063;-0,025545679;1995;;;;;;;
74;0,072265625;-0,024940575;1996;;;;;;;
75;0,073242188;-0,024310698;1998;;;;;;;
76;0,07421875;-0,023656588;1999;;;;;;;
77;0,075195313;-0,022978808;2000;;;;;;;
78;0,076171875;-0,022277945;2002;;;;;;;
79;0,077148438;-0,02155461;2003;;;;;;;
80;0,078125;-0,020809434;2005;;;;;;;
81;0,079101563;-0,020043072;2006;;;;;;;
82;0,080078125;-0,019256199;2008;;;;;;;
83;0,081054688;-0,018449511;2010;;;;;;;
84;0,08203125;-0,017623724;2011;;;;;;;
85;0,083007813;-0,016779574;2013;;;;;;;
86;0,083984375;-0,015917815;2015;;;;;;;
87;0,084960938;-0,015039219;2017;;;;;;;
88;0,0859375;-0,014144576;2019;;;;;;;
89;0,086914063;-0,013234693;2020;;;;;;;
90;0,087890625;-0,012310392;2022;;;;;;;
91;0,088867188;-0,011372511;2024;;;;;;;
92;0,08984375;-0,010421903;2026;;;;;;;
93;0,090820313;-0,009459433;2028;;;;;;;
94;0,091796875;-0,008485981;2030;;;;;;;
95;0,092773438;-0,007502438;2032;;;;;;;
96;0,09375;-0,006509707;2034;;;;;;;
97;0,094726563;-0,005508701;2036;;;;;;;
98;0,095703125;-0,004500342;2038;;;;;;;
99;0,096679688;-0,003485563;2040;;;;;;;
100;0,09765625;-0,002465303;2042;;;;;;;
101;0,098632813;-0,00144051;2045;;;;;;;
102;0,099609375;-0,000412137;2047;;;;;;;
103;0,100585938;0,000618858;2049;;;;;;;
104;0,1015625;0,00165151;2051;;;;;;;
105;0,102539063;0,002684855;2053;;;;;;;
106;0,103515625;0,003717921;2055;;;;;;;
107;0,104492188;0,004749737;2057;;;;;;;
108;0,10546875;0,00577933;2059;;;;;;;
109;0,106445313;0,006805729;2061;;;;;;;
110;0,107421875;0,007827962;2064;;;;;;;
111;0,108398438;0,008845058;2066;;;;;;;
112;0,109375;0,009856051;2068;;;;;;;
113;0,110351563;0,010859978;2070;;;;;;;
114;0,111328125;0,011855878;2072;;;;;;;
115;0,112304688;0,012842799;2074;;;;;;;
116;0,11328125;0,013819794;2076;;;;;;;
117;0,114257813;0,014785921;2078;;;;;;;
118;0,115234375;0,01574025;2080;;;;;;;
119;0,116210938;0,016681858;2082;;;;;;;
120;0,1171875;0,017609831;2084;;;;;;;
121;0,118164063;0,018523267;2085;;;;;;;
122;0,119140625;0,019421276;2087;;;;;;;
123;0,120117188;0,020302979;2089;;;;;;;
124;0,12109375;0,021167512;2091;;;;;;;
125;0,122070313;0,022014024;2093;;;;;;;
126;0,123046875;0,022841679;2094;;;;;;;
127;0,124023438;0,023649658;2096;;;;;;;
128;0,125;0,024437157;2098;;;;;;;
129;0,125976563;0,025203391;2099;;;;;;;
130;0,126953125;0,025947592;2101;;;;;;;
131;0,127929688;0,026669012;2102;;;;;;;
132;0,12890625;0,027366921;2104;;;;;;;
133;0,129882813;0,028040611;2105;;;;;;;
134;0,130859375;0,028689394;2106;;;;;;;
135;0,131835938;0,029312605;2108;;;;;;;
136;0,1328125;0,029909601;2109;;;;;;;
137;0,133789063;0,030479761;2110;;;;;;;
138;0,134765625;0,03102249;2111;;;;;;;
139;0,135742188;0,031537214;2112;;;;;;;
140;0,13671875;0,032023388;2113;;;;;;;
141;0,137695313;0,032480489;2114;;;;;;;
142;0,138671875;0,032908023;2115;;;;;;;
143;0,139648438;0,033305521;2116;;;;;;;
144;0,140625;0,03367254;2116;;;;;;;
145;0,141601563;0,034008667;2117;;;;;;;
146;0,142578125;0,034313515;2118;;;;;;;
147;0,143554688;0,034586727;2118;;;;;;;
148;0,14453125;0,034827974;2119;;;;;;;
149;0,145507813;0,035036956;2119;;;;;;;
150;0,146484375;0,035213403;2120;;;;;;;
151;0,147460938;0,035357074;2120;;;;;;;
152;0,1484375;0,03546776;2120;;;;;;;
153;0,149414063;0,035545281;2120;;;;;;;
154;0,150390625;0,035589487;2120;;;;;;;
155;0,151367188;0,035600262;2120;;;;;;;
156;0,15234375;0,035577516;2120;;;;;;;
157;0,153320313;0,035521196;2120;;;;;;;
158;0,154296875;0,035431275;2120;;;;;;;
159;0,155273438;0,035307761;2120;;;;;;;
160;0,15625;0,035150693;2119;;;;;;;
161;0,157226563;0,034960139;2119;;;;;;;
162;0,158203125;0,034736202;2119;;;;;;;
163;0,159179688;0,034479014;2118;;;;;;;
164;0,16015625;0,03418874;2118;;;;;;;
165;0,161132813;0,033865575;2117;;;;;;;
166;0,162109375;0,033509747;2116;;;;;;;
167;0,163085938;0,033121514;2115;;;;;;;
168;0,1640625;0,032701164;2114;;;;;;;
169;0,165039063;0,032249018;2114;;;;;;;
170;0,166015625;0,031765425;2113;;;;;;;
171;0,166992188;0,031250767;2112;;;;;;;
172;0,16796875;0,030705455;2110;;;;;;;
173;0,168945313;0,030129928;2109;;;;;;;
174;0,169921875;0,029524656;2108;;;;;;;
175;0,170898438;0,028890138;2107;;;;;;;
176;0,171875;0,028226901;2105;;;;;;;
177;0,172851563;0,027535501;2104;;;;;;;
178;0,173828125;0,02681652;2102;;;;;;;
179;0,174804688;0,026070568;2101;;;;;;;
180;0,17578125;0,025298283;2099;;;;;;;
181;0,176757813;0,024500328;2098;;;;;;;
182;0,177734375;0,023677391;2096;;;;;;;
183;0,178710938;0,022830186;2094;;;;;;;
184;0,1796875;0,021959452;2092;;;;;;;
185;0,180664063;0,02106595;2091;;;;;;;
186;0,181640625;0,020150465;2089;;;;;;;
187;0,182617188;0,019213805;2087;;;;;;;
188;0,18359375;0,018256799;2085;;;;;;;
189;0,184570313;0,017280298;2083;;;;;;;
190;0,185546875;0,016285172;2081;;;;;;;
191;0,186523438;0,015272311;2079;;;;;;;
192;0,1875;0,014242624;2077;;;;;;;
193;0,188476563;0,013197039;2075;;;;;;;
194;0,189453125;0,012136498;2072;;;;;;;
195;0,190429688;0,011061963;2070;;;;;;;
196;0,19140625;0,009974408;2068;;;;;;;
197;0,192382813;0,008874825;2066;;;;;;;
198;0,193359375;0,007764216;2063;;;;;;;
199;0,194335938;0,006643598;2061;;;;;;;
200;0,1953125;0,005514;2059;;;;;;;
201;0,196289063;0,004376462;2056;;;;;;;
202;0,197265625;0,003232031;2054;;;;;;;
203;0,198242188;0,002081767;2052;;;;;;;
204;0,19921875;0,000926736;2049;;;;;;;
205;0,200195313;-0,000231989;2047;;;;;;;
206;0,201171875;-0,001393328;2045;;;;;;;
207;0,202148438;-0,002556198;2042;;;;;;;
208;0,203125;-0,003719509;2040;;;;;;;
209;0,204101563;-0,004882169;2038;;;;;;;
210;0,205078125;-0,006043086;2035;;;;;;;
211;0,206054688;-0,007201164;2033;;;;;;;
212;0,20703125;-0,008355309;2030;;;;;;;
213;0,208007813;-0,009504426;2028;;;;;;;
214;0,208984375;-0,010647425;2026;;;;;;;
215;0,209960938;-0,011783215;2023;;;;;;;
216;0,2109375;-0,012910714;2021;;;;;;;
217;0,211914063;-0,014028841;2019;;;;;;;
218;0,212890625;-0,015136522;2017;;;;;;;
219;0,213867188;-0,016232692;2014;;;;;;;
220;0,21484375;-0,017316291;2012;;;;;;;
221;0,215820313;-0,018386272;2010;;;;;;;
222;0,216796875;-0,019441595;2008;;;;;;;
223;0,217773438;-0,020481233;2006;;;;;;;
224;0,21875;-0,021504169;2003;;;;;;;
225;0,219726563;-0,022509402;2001;;;;;;;
226;0,220703125;-0,023495942;1999;;;;;;;
227;0,221679688;-0,024462817;1997;;;;;;;
228;0,22265625;-0,025409068;1995;;;;;;;
229;0,223632813;-0,026333756;1994;;;;;;;
230;0,224609375;-0,027235958;1992;;;;;;;
231;0,225585938;-0,028114768;1990;;;;;;;
232;0,2265625;-0,028969305;1988;;;;;;;
233;0,227539063;-0,029798702;1986;;;;;;;
234;0,228515625;-0,030602118;1985;;;;;;;
235;0,229492188;-0,031378733;1983;;;;;;;
236;0,23046875;-0,032127748;1982;;;;;;;
237;0,231445313;-0,032848391;1980;;;;;;;
238;0,232421875;-0,033539913;1979;;;;;;;
239;0,233398438;-0,03420159;1977;;;;;;;
240;0,234375;-0,034832724;1976;;;;;;;
241;0,235351563;-0,035432645;1975;;;;;;;
242;0,236328125;-0,03600071;1974;;;;;;;
243;0,237304688;-0,036536304;1973;;;;;;;
244;0,23828125;-0,03703884;1972;;;;;;;
245;0,239257813;-0,037507762;1971;;;;;;;
246;0,240234375;-0,037942543;1970;;;;;;;
247;0,241210938;-0,038342687;1969;;;;;;;
248;0,2421875;-0,038707729;1968;;;;;;;
249;0,243164063;-0,039037236;1968;;;;;;;
250;0,244140625;-0,039330806;1967;;;;;;;
251;0,245117188;-0,039588071;1966;;;;;;;
252;0,24609375;-0,039808696;1966;;;;;;;
253;0,247070313;-0,039992377;1966;;;;;;;
254;0,248046875;-0,040138848;1965;;;;;;;
255;0,249023438;-0,040247873;1965;;;;;;;
256;0,25;-0,040319252;1965;;;;;;;
257;0,250976563;-0,040352821;1965;;;;;;;
258;0,251953125;-0,04034845;1965;;;;;;;
259;0,252929688;-0,040306043;1965;;;;;;;
260;0,25390625;-0,040225541;1965;;;;;;;
261;0,254882813;-0,040106919;1965;;;;;;;
262;0,255859375;-0,039950189;1966;;;;;;;
263;0,256835938;-0,039755398;1966;;;;;;;
264;0,2578125;-0,039522629;1967;;;;;;;
265;0,258789063;-0,039252;1967;;;;;;;
266;0,259765625;-0,038943666;1968;;;;;;;
267;0,260742188;-0,038597816;1968;;;;;;;
268;0,26171875;-0,038214676;1969;;;;;;;
269;0,262695313;-0,037794508;1970;;;;;;;
270;0,263671875;-0,037337607;1971;;;;;;;
271;0,264648438;-0,036844305;1972;;;;;;;
272;0,265625;-0,036314968;1973;;;;;;;
273;0,266601563;-0,035749997;1974;;;;;;;
274;0,267578125;-0,035149829;1976;;;;;;;
275;0,268554688;-0,034514932;1977;;;;;;;
276;0,26953125;-0,03384581;1978;;;;;;;
277;0,270507813;-0,033142999;1980;;;;;;;
278;0,271484375;-0,032407069;1981;;;;;;;
279;0,272460938;-0,031638622;1983;;;;;;;
280;0,2734375;-0,030838292;1984;;;;;;;
281;0,274414063;-0,030006745;1986;;;;;;;
282;0,275390625;-0,029144677;1988;;;;;;;
283;0,276367188;-0,028252815;1990;;;;;;;
284;0,27734375;-0,027331917;1992;;;;;;;
285;0,278320313;-0,026382767;1993;;;;;;;
286;0,279296875;-0,025406181;1995;;;;;;;
287;0,280273438;-0,024403001;1998;;;;;;;
288;0,28125;-0,023374097;2000;;;;;;;
289;0,282226563;-0,022320364;2002;;;;;;;
290;0,283203125;-0,021242724;2004;;;;;;;
291;0,284179688;-0,020142124;2006;;;;;;;
292;0,28515625;-0,019019533;2009;;;;;;;
293;0,286132813;-0,017875946;2011;;;;;;;
294;0,287109375;-0,016712379;2013;;;;;;;
295;0,288085938;-0,015529869;2016;;;;;;;
296;0,2890625;-0,014329474;2018;;;;;;;
297;0,290039063;-0,013112271;2021;;;;;;;
298;0,291015625;-0,011879358;2023;;;;;;;
299;0,291992188;-0,010631848;2026;;;;;;;
300;0,29296875;-0,009370871;2028;;;;;;;
301;0,293945313;-0,008097574;2031;;;;;;;
302;0,294921875;-0,006813119;2034;;;;;;;
303;0,295898438;-0,005518679;2036;;;;;;;
304;0,296875;-0,004215443;2039;;;;;;;
305;0,297851563;-0,002904608;2042;;;;;;;
306;0,298828125;-0,001587385;2044;;;;;;;
307;0,299804688;-0,000264991;2047;;;;;;;
308;0,30078125;0,001061346;2050;;;;;;;
309;0,301757813;0,002390393;2052;;;;;;;
310;0,302734375;0,00372091;2055;;;;;;;
311;0,303710938;0,005051652;2058;;;;;;;
312;0,3046875;0,006381371;2061;;;;;;;
313;0,305664063;0,007708817;2063;;;;;;;
314;0,306640625;0,009032736;2066;;;;;;;
315;0,307617188;0,010351876;2069;;;;;;;
316;0,30859375;0,011664986;2071;;;;;;;
317;0,309570313;0,012970816;2074;;;;;;;
318;0,310546875;0,014268121;2077;;;;;;;
319;0,311523438;0,015555659;2079;;;;;;;
320;0,3125;0,016832193;2082;;;;;;;
321;0,313476563;0,018096494;2085;;;;;;;
322;0,314453125;0,019347341;2087;;;;;;;
323;0,315429688;0,020583522;2090;;;;;;;
324;0,31640625;0,021803834;2092;;;;;;;
325;0,317382813;0,023007088;2095;;;;;;;
326;0,318359375;0,024192105;2097;;;;;;;
327;0,319335938;0,025357721;2099;;;;;;;
328;0,3203125;0,026502787;2102;;;;;;;
329;0,321289063;0,027626168;2104;;;;;;;
330;0,322265625;0,028726748;2106;;;;;;;
331;0,323242188;0,029803429;2109;;;;;;;
332;0,32421875;0,030855132;2111;;;;;;;
333;0,325195313;0,031880796;2113;;;;;;;
334;0,326171875;0,032879385;2115;;;;;;;
335;0,327148438;0,033849883;2117;;;;;;;
336;0,328125;0,034791297;2119;;;;;;;
337;0,329101563;0,03570266;2121;;;;;;;
338;0,330078125;0,036583029;2122;;;;;;;
339;0,331054688;0,037431487;2124;;;;;;;
340;0,33203125;0,038247146;2126;;;;;;;
341;0,333007813;0,039029143;2127;;;;;;;
342;0,333984375;0,039776647;2129;;;;;;;
343;0,334960938;0,040488855;2130;;;;;;;
344;0,3359375;0,041164995;2132;;;;;;;
345;0,336914063;0,041804326;2133;;;;;;;
346;0,337890625;0,04240614;2134;;;;;;;
347;0,338867188;0,042969763;2136;;;;;;;
348;0,33984375;0,043494551;2137;;;;;;;
349;0,340820313;0,043979898;2138;;;;;;;
350;0,341796875;0,044425231;2138;;;;;;;
351;0,342773438;0,044830015;2139;;;;;;;
352;0,34375;0,045193748;2140;;;;;;;
353;0,344726563;0,045515966;2141;;;;;;;
354;0,345703125;0,045796245;2141;;;;;;;
355;0,346679688;0,046034195;2142;;;;;;;
356;0,34765625;0,046229467;2142;;;;;;;
357;0,348632813;0,04638175;2142;;;;;;;
358;0,349609375;0,046490772;2143;;;;;;;
359;0,350585938;0,0465563;2143;;;;;;;
360;0,3515625;0,046578143;2143;;;;;;;
361;0,352539063;0,046556147;2143;;;;;;;
362;0,353515625;0,046490202;2143;;;;;;;
363;0,354492188;0,046380237;2142;;;;;;;
364;0,35546875;0,04622622;2142;;;;;;;
365;0,356445313;0,046028163;2142;;;;;;;
366;0,357421875;0,045786119;2141;;;;;;;
367;0,358398438;0,04550018;2141;;;;;;;
368;0,359375;0,045170481;2140;;;;;;;
369;0,360351563;0,044797197;2139;;;;;;;
370;0,361328125;0,044380545;2138;;;;;;;
371;0,362304688;0,043920784;2137;;;;;;;
372;0,36328125;0,043418213;2136;;;;;;;
373;0,364257813;0,042873171;2135;;;;;;;
374;0,365234375;0,04228604;2134;;;;;;;
375;0,366210938;0,041657239;2133;;;;;;;
376;0,3671875;0,040987231;2131;;;;;;;
377;0,368164063;0,040276517;2130;;;;;;;
378;0,369140625;0,039525636;2128;;;;;;;
379;0,370117188;0,03873517;2127;;;;;;;
380;0,37109375;0,037905735;2125;;;;;;;
381;0,372070313;0,03703799;2123;;;;;;;
382;0,373046875;0,036132629;2121;;;;;;;
383;0,374023438;0,035190382;2120;;;;;;;
384;0,375;0,03421202;2118;;;;;;;
385;0,375976563;0,033198346;2115;;;;;;;
386;0,376953125;0,0321502;2113;;;;;;;
387;0,377929688;0,031068457;2111;;;;;;;
388;0,37890625;0,029954026;2109;;;;;;;
389;0,379882813;0,028807849;2106;;;;;;;
390;0,380859375;0,0276309;2104;;;;;;;
391;0,381835938;0,026424186;2102;;;;;;;
392;0,3828125;0,025188745;2099;;;;;;;
393;0,383789063;0,023925644;2096;;;;;;;
394;0,384765625;0,022635979;2094;;;;;;;
395;0,385742188;0,021320875;2091;;;;;;;
396;0,38671875;0,019981485;2088;;;;;;;
397;0,387695313;0,018618986;2086;;;;;;;
398;0,388671875;0,017234583;2083;;;;;;;
399;0,389648438;0,015829504;2080;;;;;;;
400;0,390625;0,014404998;2077;;;;;;;
401;0,391601563;0,012962341;2074;;;;;;;
402;0,392578125;0,011502825;2071;;;;;;;
403;0,393554688;0,010027765;2068;;;;;;;
404;0,39453125;0,008538495;2065;;;;;;;
405;0,395507813;0,007036363;2062;;;;;;;
406;0,396484375;0,005522736;2059;;;;;;;
407;0,397460938;0,003998998;2056;;;;;;;
408;0,3984375;0,002466542;2053;;;;;;;
409;0,399414063;0,000926777;2049;;;;;;;
410;0,400390625;-0,000618877;2046;;;;;;;
411;0,401367188;-0,00216899;2043;;;;;;;
412;0,40234375;-0,003722125;2040;;;;;;;
413;0,403320313;-0,005276834;2037;;;;;;;
414;0,404296875;-0,006831667;2034;;;;;;;
415;0,405273438;-0,008385165;2030;;;;;;;
416;0,40625;-0,009935869;2027;;;;;;;
417;0,407226563;-0,011482315;2024;;;;;;;
418;0,408203125;-0,01302304;2021;;;;;;;
419;0,409179688;-0,014556582;2018;;;;;;;
420;0,41015625;-0,016081479;2015;;;;;;;
421;0,411132813;-0,017596273;2011;;;;;;;
422;0,412109375;-0,019099511;2008;;;;;;;
423;0,413085938;-0,020589746;2005;;;;;;;
424;0,4140625;-0,022065538;2002;;;;;;;
425;0,415039063;-0,023525455;1999;;;;;;;
426;0,416015625;-0,024968077;1996;;;;;;;
427;0,416992188;-0,026391993;1993;;;;;;;
428;0,41796875;-0,027795806;1991;;;;;;;
429;0,418945313;-0,029178134;1988;;;;;;;
430;0,419921875;-0,030537609;1985;;;;;;;
431;0,420898438;-0,031872879;1982;;;;;;;
432;0,421875;-0,033182611;1980;;;;;;;
433;0,422851563;-0,034465493;1977;;;;;;;
434;0,423828125;-0,035720231;1974;;;;;;;
435;0,424804688;-0,036945554;1972;;;;;;;
436;0,42578125;-0,038140213;1969;;;;;;;
437;0,426757813;-0,039302986;1967;;;;;;;
438;0,427734375;-0,040432673;1965;;;;;;;
439;0,428710938;-0,041528104;1962;;;;;;;
440;0,4296875;-0,042588134;1960;;;;;;;
441;0,430664063;-0,04361165;1958;;;;;;;
442;0,431640625;-0,044597566;1956;;;;;;;
443;0,432617188;-0,045544831;1954;;;;;;;
444;0,43359375;-0,046452423;1952;;;;;;;
445;0,434570313;-0,047319355;1951;;;;;;;
446;0,435546875;-0,048144674;1949;;;;;;;
447;0,436523438;-0,048927464;1947;;;;;;;
448;0,4375;-0,049666843;1946;;;;;;;
449;0,438476563;-0,050361967;1944;;;;;;;
450;0,439453125;-0,051012032;1943;;;;;;;
451;0,440429688;-0,051616272;1942;;;;;;;
452;0,44140625;-0,05217396;1941;;;;;;;
453;0,442382813;-0,052684411;1940;;;;;;;
454;0,443359375;-0,053146981;1939;;;;;;;
455;0,444335938;-0,053561069;1938;;;;;;;
456;0,4453125;-0,053926117;1937;;;;;;;
457;0,446289063;-0,054241609;1936;;;;;;;
458;0,447265625;-0,054507076;1936;;;;;;;
459;0,448242188;-0,054722092;1935;;;;;;;
460;0,44921875;-0,054886276;1935;;;;;;;
461;0,450195313;-0,054999295;1935;;;;;;;
462;0,451171875;-0,05506086;1935;;;;;;;
463;0,452148438;-0,055070731;1935;;;;;;;
464;0,453125;-0,055028714;1935;;;;;;;
465;0,454101563;-0,054934663;1935;;;;;;;
466;0,455078125;-0,05478848;1935;;;;;;;
467;0,456054688;-0,054590114;1936;;;;;;;
468;0,45703125;-0,054339564;1936;;;;;;;
469;0,458007813;-0,054036877;1937;;;;;;;
470;0,458984375;-0,053682147;1938;;;;;;;
471;0,459960938;-0,053275519;1938;;;;;;;
472;0,4609375;-0,052817186;1939;;;;;;;
473;0,461914063;-0,05230739;1940;;;;;;;
474;0,462890625;-0,05174642;1942;;;;;;;
475;0,463867188;-0,051134616;1943;;;;;;;
476;0,46484375;-0,050472366;1944;;;;;;;
477;0,465820313;-0,049760104;1946;;;;;;;
478;0,466796875;-0,048998315;1947;;;;;;;
479;0,467773438;-0,04818753;1949;;;;;;;
480;0,46875;-0,047328329;1951;;;;;;;
481;0,469726563;-0,046421337;1952;;;;;;;
482;0,470703125;-0,045467228;1954;;;;;;;
483;0,471679688;-0,04446672;1956;;;;;;;
484;0,47265625;-0,043420579;1959;;;;;;;
485;0,473632813;-0,042329614;1961;;;;;;;
486;0,474609375;-0,04119468;1963;;;;;;;
487;0,475585938;-0,040016676;1966;;;;;;;
488;0,4765625;-0,038796544;1968;;;;;;;
489;0,477539063;-0,037535269;1971;;;;;;;
490;0,478515625;-0,036233877;1973;;;;;;;
491;0,479492188;-0,034893435;1976;;;;;;;
492;0,48046875;-0,033515052;1979;;;;;;;
493;0,481445313;-0,032099875;1982;;;;;;;
494;0,482421875;-0,030649089;1985;;;;;;;
495;0,483398438;-0,029163917;1988;;;;;;;
496;0,484375;-0,02764562;1991;;;;;;;
497;0,485351563;-0,026095493;1994;;;;;;;
498;0,486328125;-0,024514864;1997;;;;;;;
499;0,487304688;-0,022905098;2001;;;;;;;
500;0,48828125;-0,021267589;2004;;;;;;;
501;0,489257813;-0,019603763;2007;;;;;;;
502;0,490234375;-0,017915077;2011;;;;;;;
503;0,491210938;-0,016203015;2014;;;;;;;
504;0,4921875;-0,014469089;2018;;;;;;;
505;0,493164063;-0,012714837;2021;;;;;;;
506;0,494140625;-0,010941823;2025;;;;;;;
507;0,495117188;-0,009151631;2029;;;;;;;
508;0,49609375;-0,007345871;2032;;;;;;;
509;0,497070313;-0,005526171;2036;;;;;;;
510;0,498046875;-0,003694179;2040;;;;;;;
511;0,499023438;-0,001851561;2044;;;;;;;
512;0,5;-3,70478E-17;2048;;;;;;;
513;0,500976563;0,001858808;2051;;;;;;;
514;0,501953125;0,003723153;2055;;;;;;;
515;0,502929688;0,005591312;2059;;;;;;;
516;0,50390625;0,007461554;2063;;;;;;;
517;0,504882813;0,009332137;2067;;;;;;;
518;0,505859375;0,011201313;2070;;;;;;;
519;0,506835938;0,013067328;2074;;;;;;;
520;0,5078125;0,014928425;2078;;;;;;;
521;0,508789063;0,016782845;2082;;;;;;;
522;0,509765625;0,018628825;2086;;;;;;;
523;0,510742188;0,020464607;2089;;;;;;;
524;0,51171875;0,022288433;2093;;;;;;;
525;0,512695313;0,02409855;2097;;;;;;;
526;0,513671875;0,02589321;2101;;;;;;;
527;0,514648438;0,027670673;2104;;;;;;;
528;0,515625;0,029429209;2108;;;;;;;
529;0,516601563;0,031167095;2111;;;;;;;
530;0,517578125;0,032882625;2115;;;;;;;
531;0,518554688;0,034574104;2118;;;;;;;
532;0,51953125;0,036239853;2122;;;;;;;
533;0,520507813;0,037878209;2125;;;;;;;
534;0,521484375;0,039487531;2128;;;;;;;
535;0,522460938;0,041066194;2132;;;;;;;
536;0,5234375;0,042612598;2135;;;;;;;
537;0,524414063;0,044125165;2138;;;;;;;
538;0,525390625;0,045602341;2141;;;;;;;
539;0,526367188;0,047042602;2144;;;;;;;
540;0,52734375;0,048444447;2147;;;;;;;
541;0,528320313;0,049806409;2150;;;;;;;
542;0,529296875;0,051127049;2152;;;;;;;
543;0,530273438;0,052404961;2155;;;;;;;
544;0,53125;0,053638773;2157;;;;;;;
545;0,532226563;0,054827148;2160;;;;;;;
546;0,533203125;0,055968787;2162;;;;;;;
547;0,534179688;0,057062425;2164;;;;;;;
548;0,53515625;0,058106841;2167;;;;;;;
549;0,536132813;0,059100851;2169;;;;;;;
550;0,537109375;0,060043315;2170;;;;;;;
551;0,538085938;0,060933133;2172;;;;;;;
552;0,5390625;0,061769252;2174;;;;;;;
553;0,540039063;0,062550663;2176;;;;;;;
554;0,541015625;0,063276403;2177;;;;;;;
555;0,541992188;0,063945558;2178;;;;;;;
556;0,54296875;0,06455726;2180;;;;;;;
557;0,543945313;0,065110693;2181;;;;;;;
558;0,544921875;0,06560509;2182;;;;;;;
559;0,545898438;0,066039735;2183;;;;;;;
560;0,546875;0,066413965;2184;;;;;;;
561;0,547851563;0,066727171;2184;;;;;;;
562;0,548828125;0,066978795;2185;;;;;;;
563;0,549804688;0,067168336;2185;;;;;;;
