N;time;Waveform;scale;;Total period;;1;;Calculated;
66;0,064453125;0,196162461;2449;;;;;;;
67;0,065429688;0,200229591;2458;;;;;;;
68;0,06640625;0,185354202;2427;;;;;;;
69;0,067382813;0,152399941;2360;;;;;;;
70;0,068359375;0,103991275;2260;;;;;;;
71;0,069335938;0,044310594;2138;;;;;;;
72;0,0703125;-0,02126092;2004;;;;;;;
73;0,071289063;-0,086628088;1870;;;;;;;
74;0,072265625;-0,145548511;1749;;;;;;;
75;0,073242188;-0,192228649;1654;;;;;;;
76;0,07421875;-0,22189225;1593;;;;;;;
77;0,075195313;-0,231265503;1574;;;;;;;
78;0,076171875;-0,218929904;1599;;;;;;;
79;0,077148438;-0,185505502;1668;;;;;;;
80;0,078125;-0,13364263;1774;;;;;;;
81;0,079101563;-0,067818291;1909;;;;;;;
82;0,080078125;0,006047899;2060;;;;;;;
83;0,081054688;0,081125503;2214;;;;;;;
84;0,08203125;0,150305063;2355;;;;;;;
85;0,083007813;0,206871462;2471;;;;;;;
86;0,083984375;0,245155051;2550;;;;;;;
87;0,084960938;0,261097471;2582;;;;;;;
88;0,0859375;0,252675914;2565;;;;;;;
89;0,086914063;0,22014196;2498;;;;;;;
90;0,087890625;0,166048017;2388;;;;;;;
91;0,088867188;0,095054226;2242;;;;;;;
92;0,08984375;0,01352965;2075;;;;;;;
93;0,090820313;-0,07101839;1902;;;;;;;
94;0,091796875;-0,150635782;1739;;;;;;;
95;0,092773438;-0,217670181;1602;;;;;;;
96;0,09375;-0,265506191;1504;;;;;;;
97;0,094726563;-0,28921657;1455;;;;;;;
98;0,095703125;-0,286065502;1462;;;;;;;
99;0,096679688;-0,255812883;1524;;;;;;;
100;0,09765625;-0,200786652;1636;;;;;;;
101;0,098632813;-0,12571173;1790;;;;;;;
102;0,099609375;-0,037307241;1971;;;;;;;
103;0,100585938;0,056313957;2163;;;;;;;
104;0,1015625;0,146389863;2347;;;;;;;
105;0,102539063;0,224329682;2507;;;;;;;
106;0,103515625;0,282533108;2626;;;;;;;
107;0,104492188;0,315130423;2693;;;;;;;
108;0,10546875;0,318571406;2700;;;;;;;
109;0,106445313;0,292004268;2646;;;;;;;
110;0,107421875;0,237404748;2534;;;;;;;
111;0,108398438;0,15943872;2374;;;;;;;
112;0,109375;0,06506671;2181;;;;;;;
113;0,110351563;-0,037076449;1972;;;;;;;
114;0,111328125;-0,137471677;1766;;;;;;;
115;0,112304688;-0,226603105;1583;;;;;;;
116;0,11328125;-0,295860184;1442;;;;;;;
117;0,114257813;-0,33836889;1355;;;;;;;
118;0,115234375;-0,349671865;1331;;;;;;;
119;0,116210938;-0,328190364;1375;;;;;;;
120;0,1171875;-0,275420599;1483;;;;;;;
121;0,118164063;-0,195841564;1646;;;;;;;
122;0,119140625;-0,096538514;1850;;;;;;;
123;0,120117188;0,013426618;2075;;;;;;;
124;0,12109375;0,123842065;2301;;;;;;;
125;0,122070313;0,224294867;2507;;;;;;;
126;0,123046875;0,305153178;2672;;;;;;;
127;0,124023438;0,358489532;2782;;;;;;;
128;0,125;0,378856598;2823;;;;;;;
129;0,125976563;0,363839635;2793;;;;;;;
130;0,126953125;0,314329962;2691;;;;;;;
131;0,127929688;0,234489407;2528;;;;;;;
132;0,12890625;0,131404601;2317;;;;;;;
133;0,129882813;0,014459419;2077;;;;;;;
134;0,130859375;-0,105519024;1831;;;;;;;
135;0,131835938;-0,217263095;1603;;;;;;;
136;0,1328125;-0,310123214;1412;;;;;;;
137;0,133789063;-0,375082771;1279;;;;;;;
138;0,134765625;-0,405632674;1217;;;;;;;
139;0,135742188;-0,398420787;1232;;;;;;;
140;0,13671875;-0,353611712;1323;;;;;;;
141;0,137695313;-0,274918922;1484;;;;;;;
142;0,138671875;-0,169301825;1701;;;;;;;
143;0,139648438;-0,046351953;1953;;;;;;;
144;0,140625;0,082577742;2217;;;;;;;
145;0,141601563;0,205421482;2468;;;;;;;
146;0,142578125;0,310530266;2683;;;;;;;
147;0,143554688;0,387776692;2842;;;;;;;
148;0,14453125;0,429530191;2927;;;;;;;
149;0,145507813;0,431408815;2931;;;;;;;
150;0,146484375;0,392733685;2852;;;;;;;
151;0,147460938;0,316639426;2696;;;;;;;
152;0,1484375;0,209825861;2477;;;;;;;
153;0,149414063;0,081970038;2215;;;;;;;
154;0,150390625;-0,055150018;1935;;;;;;;
155;0,151367188;-0,188740523;1661;;;;;;;
156;0,15234375;-0,306186106;1420;;;;;;;
157;0,153320313;-0,39624144;1236;;;;;;;
158;0,154296875;-0,450107717;1126;;;;;;;
159;0,155273438;-0,462290979;1101;;;;;;;
160;0,15625;-0,431158659;1164;;;;;;;
161;0,157226563;-0,359138305;1312;;;;;;;
162;0,158203125;-0,252535589;1530;;;;;;;
163;0,159179688;-0,120984428;1800;;;;;;;
164;0,16015625;0,02342304;2095;;;;;;;
165;0,161132813;0,167248128;2390;;;;;;;
166;0,162109375;0,296956698;2656;;;;;;;
167;0,163085938;0,400193159;2867;;;;;;;
168;0,1640625;0,46695742;3004;;;;;;;
169;0,165039063;0,490572667;3052;;;;;;;
170;0,166015625;0,468350398;3007;;;;;;;
171;0,166992188;0,401886702;2871;;;;;;;
172;0,16796875;0,29695789;2656;;;;;;;
173;0,168945313;0,163021048;2381;;;;;;;
174;0,169921875;0,012362444;2073;;;;;;;
175;0,170898438;-0,141029604;1759;;;;;;;
176;0,171875;-0,28276398;1468;;;;;;;
177;0,172851563;-0,399397435;1230;;;;;;;
178;0,173828125;-0,479709845;1065;;;;;;;
179;0,174804688;-0,515783064;991;;;;;;;
180;0,17578125;-0,503779703;1016;;;;;;;
181;0,176757813;-0,444345384;1137;;;;;;;
182;0,177734375;-0,342592806;1346;;;;;;;
183;0,178710938;-0,207664969;1622;;;;;;;
184;0,1796875;-0,051914547;1941;;;;;;;
185;0,180664063;0,110226995;2273;;;;;;;
186;0,181640625;0,263587047;2587;;;;;;;
187;0,182617188;0,393672194;2854;;;;;;;
188;0,18359375;0,488038271;3047;;;;;;;
189;0,184570313;0,53748057;3148;;;;;;;
190;0,185546875;0,536930394;3147;;;;;;;
191;0,186523438;0,485970743;3043;;;;;;;
192;0,1875;0,388919004;2844;;;;;;;
193;0,188476563;0,254464837;2569;;;;;;;
194;0,189453125;0,094893244;2242;;;;;;;
195;0,190429688;-0,075037809;1894;;;;;;;
196;0,19140625;-0,239462702;1557;;;;;;;
197;0,192382813;-0,382890034;1263;;;;;;;
198;0,193359375;-0,491662613;1041;;;;;;;
199;0,194335938;-0,555257911;910;;;;;;;
200;0,1953125;-0,567305162;886;;;;;;;
201;0,196289063;-0,526220859;970;;;;;;;
202;0,197265625;-0,435399493;1156;;;;;;;
203;0,198242188;-0,302937724;1427;;;;;;;
204;0,19921875;-0,140913896;1759;;;;;;;
205;0,200195313;0,035713119;2121;;;;;;;
206;0,201171875;0,21048537;2479;;;;;;;
207;0,202148438;0,36697996;2799;;;;;;;
208;0,203125;0,490352811;3052;;;;;;;
209;0,204101563;0,568746881;3212;;;;;;;
210;0,205078125;0,594431229;3265;;;;;;;
211;0,206054688;0,564561551;3204;;;;;;;
212;0,20703125;0,481487519;3034;;;;;;;
213;0,208007813;0,352574325;2770;;;;;;;
214;0,208984375;0,189551282;2436;;;;;;;
215;0,209960938;0,007444921;2063;;;;;;;
216;0,2109375;-0,176806381;1685;;;;;;;
217;0,211914063;-0,345928503;1339;;;;;;;
218;0,212890625;-0,483931689;1056;;;;;;;
219;0,213867188;-0,577622668;865;;;;;;;
220;0,21484375;-0,617865749;782;;;;;;;
221;0,215820313;-0,60047237;818;;;;;;;
222;0,216796875;-0,52663259;969;;;;;;;
223;0,217773438;-0,402844462;1222;;;;;;;
224;0,21875;-0,240344081;1555;;;;;;;
225;0,219726563;-0,054086132;1937;;;;;;;
226;0,220703125;0,138632629;2331;;;;;;;
227;0,221679688;0,319780209;2702;;;;;;;
228;0,22265625;0,472277229;3015;;;;;;;
229;0,223632813;0,581607717;3239;;;;;;;
230;0,224609375;0,637200898;3352;;;;;;;
231;0,225585938;0,633452438;3345;;;;;;;
232;0,2265625;0,570286549;3215;;;;;;;
233;0,227539063;0,453202834;2976;;;;;;;
234;0,228515625;0,292799769;2647;;;;;;;
235;0,229492188;0,103815893;2260;;;;;;;
236;0,23046875;-0,096224616;1850;;;;;;;
237;0,231445313;-0,288637499;1456;;;;;;;
238;0,232421875;-0,455324255;1115;;;;;;;
239;0,233398438;-0,580475076;859;;;;;;;
240;0,234375;-0,652068586;712;;;;;;;
241;0,235351563;-0,663026107;690;;;;;;;
242;0,236328125;-0,61190964;794;;;;;;;
243;0,237304688;-0,503094938;1017;;;;;;;
244;0,23828125;-0,346399852;1338;;;;;;;
245;0,239257813;-0,15619923;1728;;;;;;;
246;0,240234375;0,049893902;2150;;;;;;;
247;0,241210938;0,252659884;2565;;;;;;;
248;0,2421875;0,433065492;2934;;;;;;;
249;0,243164063;0,574051204;3223;;;;;;;
250;0,244140625;0,662144754;3404;;;;;;;
251;0,245117188;0,688748337;3458;;;;;;;
252;0,24609375;0,650976493;3381;;;;;;;
253;0,247070313;0,551963115;3178;;;;;;;
254;0,248046875;0,400605419;2868;;;;;;;
255;0,249023438;0,210765343;2479;;;;;;;
256;0,25;-3,42907E-16;2048;;;;;;;
257;0,250976563;-0,212062567;1613;;;;;;;
258;0,251953125;-0,405552001;1217;;;;;;;
259;0,252929688;-0,562218201;896;;;;;;;
260;0,25390625;-0,66715319;681;;;;;;;
261;0,254882813;-0,710209769;593;;;;;;;
262;0,255859375;-0,686981973;641;;;;;;;
263;0,256835938;-0,599252636;820;;;;;;;
264;0,2578125;-0,454862911;1116;;;;;;;
265;0,258789063;-0,267012547;1501;;;;;;;
266;0,259765625;-0,053053273;1939;;;;;;;
267;0,260742188;0,167114427;2390;;;;;;;
268;0,26171875;0,372892976;2811;;;;;;;
269;0,262695313;0,544915438;3163;;;;;;;
270;0,263671875;0,666868846;3413;;;;;;;
271;0,264648438;0,727041409;3536;;;;;;;
272;0,265625;0,719446818;3521;;;;;;;
273;0,266601563;0,644417776;3367;;;;;;;
274;0,267578125;0,508610076;3089;;;;;;;
275;0,268554688;0,324413553;2712;;;;;;;
276;0,26953125;0,108821927;2270;;;;;;;
277;0,270507813;-0,118135411;1806;;;;;;;
278;0,271484375;-0,335254905;1361;;;;;;;
279;0,272460938;-0,522140558;978;;;;;;;
280;0,2734375;-0,661120597;694;;;;;;;
281;0,274414063;-0,738918893;534;;;;;;;
282;0,275390625;-0,747923011;516;;;;;;;
283;0,276367188;-0,686927809;641;;;;;;;
284;0,27734375;-0,561282031;898;;;;;;;
285;0,278320313;-0,382421049;1264;;;;;;;
286;0,279296875;-0,16682638;1706;;;;;;;
287;0,280273438;0,065493371;2182;;;;;;;
288;0,28125;0,292860111;2647;;;;;;;
289;0,282226563;0,493949862;3059;;;;;;;
290;0,283203125;0,64979342;3378;;;;;;;
291;0,284179688;0,74556627;3574;;;;;;;
292;0,28515625;0,771998828;3629;;;;;;;
293;0,286132813;0,726272847;3535;;;;;;;
294;0,287109375;0,612317367;3302;;;;;;;
295;0,288085938;0,440473505;2950;;;;;;;
296;0,2890625;0,226556439;2511;;;;;;;
297;0,290039063;-0,009600367;2028;;;;;;;
298;0,291015625;-0,245984676;1544;;;;;;;
299;0,291992188;-0,460458042;1104;;;;;;;
300;0,29296875;-0,632829974;751;;;;;;;
301;0,293945313;-0,74675928;518;;;;;;;
302;0,294921875;-0,791303499;427;;;;;;;
303;0,295898438;-0,761969472;487;;;;;;;
304;0,296875;-0,661164228;693;;;;;;;
305;0,297851563;-0,498001151;1028;;;;;;;
306;0,298828125;-0,287476625;1459;;;;;;;
307;0,299804688;-0,049091519;1947;;;;;;;
308;0,30078125;0,194955785;2447;;;;;;;
309;0,301757813;0,421837295;2911;;;;;;;
310;0,302734375;0,610231555;3297;;;;;;;
311;0,303710938;0,742328062;3568;;;;;;;
312;0,3046875;0,80551144;3697;;;;;;;
313;0,305664063;0,793566092;3673;;;;;;;
314;0,306640625;0,70728631;3496;;;;;;;
315;0,307617188;0,554432058;3183;;;;;;;
316;0,30859375;0,349031783;2762;;;;;;;
317;0,309570313;0,110094805;2273;;;;;;;
318;0,310546875;-0,140148503;1760;;;;;;;
319;0,311523438;-0,378315797;1273;;;;;;;
320;0,3125;-0,582058423;855;;;;;;;
321;0,313476563;-0,7321593;548;;;;;;;
322;0,314453125;-0,814346008;380;;;;;;;
323;0,315429688;-0,820647974;367;;;;;;;
324;0,31640625;-0,750168697;511;;;;;;;
325;0,317382813;-0,609198258;800;;;;;;;
326;0,318359375;-0,410652918;1206;;;;;;;
327;0,319335938;-0,172891639;1693;;;;;;;
328;0,3203125;0,081982029;2215;;;;;;;
329;0,321289063;0,330175585;2724;;;;;;;
330;0,322265625;0,548429485;3171;;;;;;;
331;0,323242188;0,716197746;3514;;;;;;;
332;0,32421875;0,817582733;3722;;;;;;;
333;0,325195313;0,842841875;3774;;;;;;;
334;0,326171875;0,789323485;3664;;;;;;;
335;0,327148438;0,661741831;3403;;;;;;;
336;0,328125;0,471763199;3014;;;;;;;
337;0,329101563;0,236939151;2533;;;;;;;
338;0,330078125;-0,020915465;2005;;;;;;;
339;0,331054688;-0,277749835;1479;;;;;;;
340;0,33203125;-0,509521349;1004;;;;;;;
341;0,333007813;-0,694447129;625;;;;;;;
342;0,333984375;-0,815051996;378;;;;;;;
343;0,334960938;-0,859820251;287;;;;;;;
344;0,3359375;-0,824295124;359;;;;;;;
345;0,336914063;-0,711520905;590;;;;;;;
346;0,337890625;-0,531784056;958;;;;;;;
347;0,338867188;-0,301675104;1430;;;;;;;
348;0,33984375;-0,042556855;1960;;;;;;;
349;0,340820313;0,221419598;2501;;;;;;;
350;0,341796875;0,465566755;3001;;;;;;;
351;0,342773438;0,666970428;3413;;;;;;;
352;0,34375;0,806641115;3700;;;;;;;
353;0,344726563;0,871304975;3832;;;;;;;
354;0,345703125;0,854665429;3798;;;;;;;
355;0,346679688;0,758015488;3600;;;;;;;
356;0,34765625;0,590141312;3256;;;;;;;
357;0,348632813;0,366523756;2798;;;;;;;
358;0,349609375;0,107910425;2269;;;;;;;
359;0,350585938;-0,161609999;1717;;;;;;;
360;0,3515625;-0,416852391;1194;;;;;;;
361;0,352539063;-0,633889504;749;;;;;;;
362;0,353515625;-0,792295839;425;;;;;;;
363;0,354492188;-0,877070533;251;;;;;;;
364;0,35546875;-0,880058195;245;;;;;;;
365;0,356445313;-0,800733088;408;;;;;;;
366;0,357421875;-0,64627128;724;;;;;;;
367;0,358398438;-0,430901881;1165;;;;;;;
368;0,359375;-0,174595967;1690;;;;;;;
369;0,360351563;0,098785969;2250;;;;;;;
370;0,361328125;0,363716134;2792;;;;;;;
371;0,362304688;0,595384107;3267;;;;;;;
372;0,36328125;0,772021196;3629;;;;;;;
373;0,364257813;0,87694666;3843;;;;;;;
374;0,365234375;0,900143368;3891;;;;;;;
375;0,366210938;0,839214036;3766;;;;;;;
376;0,3671875;0,699626761;3480;;;;;;;
377;0,368164063;0,49422489;3060;;;;;;;
378;0,369140625;0,2420451;2543;;;;;;;
379;0,370117188;-0,033447525;1979;;;;;;;
380;0,37109375;-0,306543729;1420;;;;;;;
381;0,372070313;-0,551690249;918;;;;;;;
382;0,373046875;-0,745881725;520;;;;;;;
383;0,374023438;-0,870820393;264;;;;;;;
384;0,375;-0,914640737;174;;;;;;;
385;0,375976563;-0,873036479;260;;;;;;;
386;0,376953125;-0,749682873;512;;;;;;;
387;0,377929688;-0,555912966;909;;;;;;;
388;0,37890625;-0,309676235;1413;;;;;;;
389;0,379882813;-0,033875325;1978;;;;;;;
390;0,380859375;0,245764949;2551;;;;;;;
391;0,381835938;0,503097979;3078;;;;;;;
392;0,3828125;0,714001055;3510;;;;;;;
393;0,383789063;0,858637507;3806;;;;;;;
394;0,384765625;0,923323094;3938;;;;;;;
395;0,385742188;0,901820971;3894;;;;;;;
396;0,38671875;0,795942663;3678;;;;;;;
397;0,387695313;0,615397174;3308;;;;;;;
398;0,388671875;0,376900613;2819;;;;;;;
399;0,389648438;0,102628009;2258;;;;;;;
400;0,390625;-0,181849274;1675;;;;;;;
401;0,391601563;-0,449948565;1126;;;;;;;
402;0,392578125;-0,676560861;662;;;;;;;
403;0,393554688;-0,840403325;326;;;;;;;
404;0,39453125;-0,926018828;151;;;;;;;
405;0,395507813;-0,92523462;153;;;;;;;
406;0,396484375;-0,837942413;331;;;;;;;
407;0,397460938;-0,672125452;671;;;;;;;
408;0,3984375;-0,443128441;1140;;;;;;;
409;0,399414063;-0,172237096;1695;;;;;;;
410;0,400390625;0,115301145;2284;;;;;;;
411;0,401367188;0,392631137;2852;;;;;;;
412;0,40234375;0,633799196;3346;;;;;;;
413;0,403320313;0,816182901;3719;;;;;;;
414;0,404296875;0,92261394;3937;;;;;;;
415;0,405273438;0,942994742;3979;;;;;;;
416;0,40625;0,875256614;3840;;;;;;;
417;0,407226563;0,725568443;3533;;;;;;;
418;0,408203125;0,507775036;3087;;;;;;;
419;0,409179688;0,242116208;2543;;;;;;;
420;0,41015625;-0,046654831;1952;;;;;;;
421;0,411132813;-0,331578797;1368;;;;;;;
422;0,412109375;-0,586008207;847;;;;;;;
423;0,413085938;-0,786100553;438;;;;;;;
424;0,4140625;-0,91305343;178;;;;;;;
425;0,415039063;-0,95487199;92;;;;;;;
426;0,416015625;-0,907502536;189;;;;;;;
427;0,416992188;-0,775225087;460;;;;;;;
428;0,41796875;-0,570266939;880;;;;;;;
429;0,418945313;-0,311672081;1409;;;;;;;
430;0,419921875;-0,023531035;1999;;;;;;;
431;0,420898438;0,26726427;2595;;;;;;;
432;0,421875;0,533531284;3140;;;;;;;
433;0,422851563;0,750338771;3584;;;;;;;
434;0,423828125;0,897342073;3885;;;;;;;
435;0,424804688;0,960692908;4015;;;;;;;
436;0,42578125;0,93434434;3961;;;;;;;
437;0,426757813;0,820627917;3728;;;;;;;
438;0,427734375;0,630047904;3338;;;;;;;
439;0,428710938;0,380310703;2826;;;;;;;
440;0,4296875;0,094679177;2241;;;;;;;
441;0,430664063;-0,200195106;1638;;;;;;;
442;0,431640625;-0,476759651;1071;;;;;;;
443;0,432617188;-0,709136498;595;;;;;;;
444;0,43359375;-0,875544544;254;;;;;;;
445;0,434570313;-0,960341904;81;;;;;;;
446;0,435546875;-0,955496707;91;;;;;;;
447;0,436523438;-0,861348014;283;;;;;;;
448;0,4375;-0,686584723;641;;;;;;;
449;0,438476563;-0,447443478;1131;;;;;;;
450;0,439453125;-0,166199614;1707;;;;;;;
451;0,440429688;0,130908527;2316;;;;;;;
452;0,44140625;0,416128441;2900;;;;;;;
453;0,442382813;0,662786808;3405;;;;;;;
454;0,443359375;0,847784914;3784;;;;;;;
455;0,444335938;0,953762599;4001;;;;;;;
456;0,4453125;0,970727929;4036;;;;;;;
457;0,446289063;0,896999544;3885;;;;;;;
458;0,447265625;0,739372804;3562;;;;;;;
459;0,448242188;0,512493331;3097;;;;;;;
460;0,44921875;0,237495729;2534;;;;;;;
461;0,450195313;-0,059965934;1925;;;;;;;
462;0,451171875;-0,352112304;1326;;;;;;;
463;0,452148438;-0,611634009;795;;;;;;;
464;0,453125;-0,814245507;380;;;;;;;
465;0,454101563;-0,940958556;120;;;;;;;
466;0,455078125;-0,979862423;41;;;;;;;
467;0,456054688;-0,927243852;149;;;;;;;
468;0,45703125;-0,787941455;434;;;;;;;
469;0,458007813;-0,5749007;870;;;;;;;
470;0,458984375;-0,307970429;1417;;;;;;;
471;0,459960938;-0,012052839;2023;;;;;;;
472;0,4609375;0,285220585;2632;;;;;;;
473;0,461914063;0,556070192;3186;;;;;;;
474;0,462890625;0,775165141;3635;;;;;;;
475;0,463867188;0,921993361;3936;;;;;;;
476;0,46484375;0,982782668;4060;;;;;;;
477;0,465820313;0,95179305;3997;;;;;;;
478;0,466796875;0,831858809;3751;;;;;;;
479;0,467773438;0,634129348;3346;;;;;;;
480;0,46875;0,3770323;2820;;;;;;;
481;0,469726563;0,084555478;2221;;;;;;;
482;0,470703125;-0,215992137;1605;;;;;;;
483;0,471679688;-0,496531271;1031;;;;;;;
484;0,47265625;-0,730836762;551;;;;;;;
485;0,473632813;-0,896990073;210;;;;;;;
486;0,474609375;-0,979430509;42;;;;;;;
487;0,475585938;-0,970413074;60;;;;;;;
488;0,4765625;-0,870736344;264;;;;;;;
489;0,477539063;-0,689671926;635;;;;;;;
490;0,478515625;-0,444101719;1138;;;;;;;
491;0,479492188;-0,156943273;1726;;;;;;;
492;0,48046875;0,144989801;2344;;;;;;;
493;0,481445313;0,433492556;2935;;;;;;;
494;0,482421875;0,681604502;3443;;;;;;;
495;0,483398438;0,866130042;3821;;;;;;;
496;0,484375;0,969807843;4034;;;;;;;
497;0,485351563;0,982926167;4061;;;;;;;
498;0,486328125;0,904232939;3899;;;;;;;
499;0,487304688;0,741055244;3565;;;;;;;
500;0,48828125;0,508616836;3089;;;;;;;
501;0,489257813;0,228617279;2516;;;;;;;
502;0,490234375;-0,072794646;1898;;;;;;;
503;0,491210938;-0,3674639;1295;;;;;;;
504;0,4921875;-0,627860195;762;;;;;;;
505;0,493164063;-0,829651101;348;;;;;;;
506;0,494140625;-0,953976657;94;;;;;;;
507;0,495117188;-0,989212764;22;;;;;;;
508;0,49609375;-0,932058437;139;;;;;;;
509;0,497070313;-0,787845165;434;;;;;;;
510;0,498046875;-0,570039378;880;;;;;;;
511;0,499023438;-0,298984483;1435;;;;;;;
512;0,5;9,69888E-16;2048;;;;;;;
513;0,500976563;0,298984483;2660;;;;;;;
514;0,501953125;0,570039378;3215;;;;;;;
515;0,502929688;0,787845165;3661;;;;;;;
516;0,50390625;0,932058437;3956;;;;;;;
517;0,504882813;0,989212764;4073;;;;;;;
518;0,505859375;0,953976657;4001;;;;;;;
519;0,506835938;0,829651101;3747;;;;;;;
520;0,5078125;0,627860195;3333;;;;;;;
521;0,508789063;0,3674639;2800;;;;;;;
522;0,509765625;0,072794646;2197;;;;;;;
523;0,510742188;-0,228617279;1579;;;;;;;
524;0,51171875;-0,508616836;1006;;;;;;;
525;0,512695313;-0,741055244;530;;;;;;;
526;0,513671875;-0,904232939;196;;;;;;;
527;0,514648438;-0,982926167;34;;;;;;;
528;0,515625;-0,969807843;61;;;;;;;
529;0,516601563;-0,866130042;274;;;;;;;
530;0,517578125;-0,681604502;652;;;;;;;
531;0,518554688;-0,433492556;1160;;;;;;;
532;0,51953125;-0,144989801;1751;;;;;;;
533;0,520507813;0,156943273;2369;;;;;;;
534;0,521484375;0,444101719;2957;;;;;;;
535;0,522460938;0,689671926;3460;;;;;;;
536;0,5234375;0,870736344;3831;;;;;;;
537;0,524414063;0,970413074;4035;;;;;;;
538;0,525390625;0,979430509;4053;;;;;;;
539;0,526367188;0,896990073;3885;;;;;;;
540;0,52734375;0,730836762;3544;;;;;;;
541;0,528320313;0,496531271;3064;;;;;;;
542;0,529296875;0,215992137;2490;;;;;;;
543;0,530273438;-0,084555478;1874;;;;;;;
544;0,53125;-0,3770323;1275;;;;;;;
545;0,532226563;-0,634129348;749;;;;;;;
546;0,533203125;-0,831858809;344;;;;;;;
547;0,534179688;-0,95179305;98;;;;;;;
548;0,53515625;-0,982782668;35;;;;;;;
549;0,536132813;-0,921993361;159;;;;;;;
550;0,537109375;-0,775165141;460;;;;;;;
551;0,538085938;-0,556070192;909;;;;;;;
552;0,5390625;-0,285220585;1463;;;;;;;
553;0,540039063;0,012052839;2072;;;;;;;
554;0,541015625;0,307970429;2678;;;;;;;
555;0,541992188;0,5749007;3225;;;;;;;
556;0,54296875;0,787941455;3661;;;;;;;
557;0,543945313;0,927243852;3946;;;;;;;
558;0,544921875;0,979862423;4054;;;;;;;
559;0,545898438;0,940958556;3975;;;;;;;
560;0,546875;0,814245507;3715;;;;;;;
561;0,547851563;0,611634009;3300;;;;;;;
562;0,548828125;0,352112304;2769;;;;;;;
563;0,549804688;0,059965934;2170;;;;;;;
564;0,55078125;-0,237495729;1561;;;;;;;
565;0,551757813;-0,512493331;998;;;;;;;
566;0,552734375;-0,739372804;533;;;;;;;
567;0,553710938;-0,896999544;210;;;;;;;
568;0,5546875;-0,970727929;59;;;;;;;
569;0,555664063;-0,953762599;94;;;;;;;
